origin_zip3,destination_zip3,trailer_type,carrier_type,lane,rate_without_fuel,rate_with_fuel,fuel_surcharge,fuel_surcharge_pct
770,100,Reefer,Broker,770 -> 100,2.02,2.48,0.45999999999999996,22.77227722772277
770,100,Van,Asset,770 -> 100,0.0,0.0,0.0,
770,100,Van,Broker,770 -> 100,1.62,2.08,0.45999999999999996,28.39506172839506
770,303,Flatbed,Asset,770 -> 303,1.93,2.35,0.42000000000000015,21.76165803108809
770,303,Flatbed,Broker,770 -> 303,1.7,2.14,0.44000000000000017,25.882352941176478
770,303,Reefer,Asset,770 -> 303,2.1,2.54,0.43999999999999995,20.95238095238095
770,303,Reefer,Broker,770 -> 303,2.65,3.09,0.43999999999999995,16.60377358490566
770,303,Van,Asset,770 -> 303,1.79,2.2,0.41000000000000014,22.905027932960902
770,303,Van,Broker,770 -> 303,2.02,2.46,0.43999999999999995,21.78217821782178
770,331,Flatbed,Asset,770 -> 331,2.6,3.04,0.43999999999999995,16.92307692307692
770,331,Flatbed,Broker,770 -> 331,1.75,2.19,0.43999999999999995,25.14285714285714
770,331,Reefer,Asset,770 -> 331,2.35,2.75,0.3999999999999999,17.021276595744677
770,331,Reefer,Broker,770 -> 331,2.31,2.76,0.44999999999999973,19.48051948051947
770,331,Van,Asset,770 -> 331,2.08,2.53,0.44999999999999973,21.634615384615373
770,331,Van,Broker,770 -> 331,2.22,2.66,0.43999999999999995,19.819819819819813
770,606,Flatbed,Asset,770 -> 606,1.9,2.32,0.41999999999999993,22.105263157894733
770,606,Flatbed,Broker,770 -> 606,1.46,1.9,0.43999999999999995,30.136986301369863
770,606,Reefer,Asset,770 -> 606,1.47,1.89,0.41999999999999993,28.57142857142857
770,606,Reefer,Broker,770 -> 606,1.36,1.81,0.44999999999999996,33.08823529411764
770,606,Van,Asset,770 -> 606,1.63,2.05,0.41999999999999993,25.76687116564417
770,606,Van,Broker,770 -> 606,1.64,2.08,0.44000000000000017,26.82926829268294
770,750,Flatbed,Asset,770 -> 750,3.08,3.53,0.44999999999999973,14.610389610389602
770,750,Flatbed,Broker,770 -> 750,2.99,3.43,0.43999999999999995,14.71571906354515
770,750,Reefer,Asset,770 -> 750,2.59,2.99,0.40000000000000036,15.444015444015458
770,750,Reefer,Broker,770 -> 750,3.27,3.71,0.43999999999999995,13.455657492354739
770,750,Van,Asset,770 -> 750,2.34,2.84,0.5,21.36752136752137
770,750,Van,Broker,770 -> 750,2.3,2.74,0.4400000000000004,19.130434782608713
770,900,Flatbed,Asset,770 -> 900,3.4,3.81,0.41000000000000014,12.05882352941177
770,900,Flatbed,Broker,770 -> 900,2.02,2.46,0.43999999999999995,21.78217821782178
770,900,Reefer,Asset,770 -> 900,1.59,2.05,0.45999999999999974,28.930817610062874
770,900,Reefer,Broker,770 -> 900,1.17,1.61,0.44000000000000017,37.60683760683762
770,900,Van,Asset,770 -> 900,2.32,3.0,0.6800000000000002,29.310344827586217
770,900,Van,Broker,770 -> 900,0.78,1.23,0.44999999999999996,57.692307692307686
770,981,Flatbed,Asset,770 -> 981,2.19,2.67,0.48,21.91780821917808
770,981,Flatbed,Broker,770 -> 981,1.53,1.99,0.45999999999999996,30.065359477124183
770,981,Reefer,Asset,770 -> 981,0.0,0.0,0.0,
770,981,Reefer,Broker,770 -> 981,1.37,1.82,0.44999999999999996,32.84671532846715
770,981,Van,Asset,770 -> 981,2.34,2.83,0.4900000000000002,20.94017094017095
770,981,Van,Broker,770 -> 981,1.74,2.15,0.4099999999999999,23.563218390804593
802,606,Flatbed,Asset,802 -> 606,1.15,1.59,0.44000000000000017,38.26086956521741
802,606,Flatbed,Broker,802 -> 606,1.3,1.75,0.44999999999999996,34.615384615384606
802,606,Reefer,Asset,802 -> 606,1.61,2.08,0.47,29.192546583850927
802,606,Reefer,Broker,802 -> 606,1.63,2.09,0.45999999999999996,28.22085889570552
802,606,Van,Asset,802 -> 606,0.77,1.22,0.44999999999999996,58.44155844155844
802,606,Van,Broker,802 -> 606,0.69,1.14,0.44999999999999996,65.21739130434783
802,750,Flatbed,Asset,802 -> 750,1.16,1.53,0.3700000000000001,31.896551724137943
802,750,Flatbed,Broker,802 -> 750,0.98,1.44,0.45999999999999996,46.93877551020408
802,750,Reefer,Asset,802 -> 750,1.63,2.14,0.5100000000000002,31.28834355828222
802,750,Reefer,Broker,802 -> 750,1.65,2.09,0.43999999999999995,26.666666666666668
802,750,Van,Asset,802 -> 750,0.9,1.35,0.45000000000000007,50.000000000000014
802,750,Van,Broker,802 -> 750,0.78,1.22,0.43999999999999995,56.4102564102564
850,303,Flatbed,Asset,850 -> 303,1.34,1.79,0.44999999999999996,33.582089552238806
850,303,Flatbed,Broker,850 -> 303,1.35,1.77,0.41999999999999993,31.111111111111107
850,303,Reefer,Asset,850 -> 303,2.02,2.7,0.6800000000000002,33.66336633663367
850,303,Reefer,Broker,850 -> 303,2.48,2.92,0.43999999999999995,17.741935483870964
850,303,Van,Asset,850 -> 303,1.81,2.25,0.43999999999999995,24.309392265193367
850,303,Van,Broker,850 -> 303,1.81,2.25,0.43999999999999995,24.309392265193367
850,606,Flatbed,Asset,850 -> 606,0.0,0.0,0.0,
850,606,Flatbed,Broker,850 -> 606,1.29,1.75,0.45999999999999996,35.65891472868217
850,606,Reefer,Asset,850 -> 606,2.2,2.69,0.48999999999999977,22.27272727272726
850,606,Reefer,Broker,850 -> 606,2.12,2.57,0.44999999999999973,21.22641509433961
850,606,Van,Asset,850 -> 606,1.4,1.85,0.4500000000000002,32.14285714285715
850,606,Van,Broker,850 -> 606,1.54,1.98,0.43999999999999995,28.57142857142857
850,750,Flatbed,Asset,850 -> 750,1.38,1.81,0.43000000000000016,31.15942028985509
850,750,Flatbed,Broker,850 -> 750,0.94,1.34,0.40000000000000013,42.55319148936172
850,750,Reefer,Asset,850 -> 750,2.26,2.77,0.5100000000000002,22.56637168141594
850,750,Reefer,Broker,850 -> 750,2.61,3.05,0.43999999999999995,16.858237547892717
850,750,Van,Asset,850 -> 750,1.83,2.25,0.41999999999999993,22.950819672131143
850,750,Van,Broker,850 -> 750,1.98,2.42,0.43999999999999995,22.22222222222222
850,900,Flatbed,Asset,850 -> 900,1.79,2.22,0.43000000000000016,24.02234636871509
850,900,Flatbed,Broker,850 -> 900,1.48,1.92,0.43999999999999995,29.729729729729726
850,900,Reefer,Asset,850 -> 900,1.88,2.31,0.43000000000000016,22.872340425531927
850,900,Reefer,Broker,850 -> 900,4.5,4.94,0.4400000000000004,9.777777777777787
850,900,Van,Asset,850 -> 900,1.52,1.98,0.45999999999999996,30.263157894736842
850,900,Van,Broker,850 -> 900,0.96,1.4,0.43999999999999995,45.83333333333333
900,100,Flatbed,Asset,900 -> 100,0.0,0.0,0.0,
900,100,Flatbed,Broker,900 -> 100,0.0,0.0,0.0,
900,100,Reefer,Asset,900 -> 100,0.0,0.0,0.0,
900,100,Reefer,Broker,900 -> 100,2.04,2.49,0.4500000000000002,22.05882352941177
900,100,Van,Asset,900 -> 100,0.0,0.0,0.0,
900,100,Van,Broker,900 -> 100,1.81,2.26,0.44999999999999973,24.861878453038656
900,606,Flatbed,Asset,900 -> 606,2.64,3.06,0.41999999999999993,15.909090909090907
900,606,Flatbed,Broker,900 -> 606,1.51,1.97,0.45999999999999996,30.4635761589404
900,606,Reefer,Asset,900 -> 606,1.88,2.37,0.4900000000000002,26.063829787234056
900,606,Reefer,Broker,900 -> 606,1.85,2.31,0.45999999999999996,24.86486486486486
900,606,Van,Asset,900 -> 606,2.04,2.5,0.45999999999999996,22.549019607843135
900,606,Van,Broker,900 -> 606,2.25,2.69,0.43999999999999995,19.555555555555554
900,750,Flatbed,Asset,900 -> 750,1.7,2.14,0.44000000000000017,25.882352941176478
900,750,Flatbed,Broker,900 -> 750,1.52,1.98,0.45999999999999996,30.263157894736842
900,750,Reefer,Asset,900 -> 750,2.24,2.7,0.45999999999999996,20.53571428571428
900,750,Reefer,Broker,900 -> 750,2.28,2.74,0.4600000000000004,20.175438596491247
900,750,Van,Asset,900 -> 750,2.33,2.78,0.44999999999999973,19.31330472103003
900,750,Van,Broker,900 -> 750,2.39,2.83,0.43999999999999995,18.410041841004183
900,770,Flatbed,Asset,900 -> 770,2.75,3.21,0.45999999999999996,16.727272727272727
900,770,Flatbed,Broker,900 -> 770,1.21,1.65,0.43999999999999995,36.36363636363636
900,770,Reefer,Asset,900 -> 770,1.98,2.45,0.4700000000000002,23.737373737373748
900,770,Reefer,Broker,900 -> 770,2.18,2.63,0.44999999999999973,20.642201834862373
900,770,Van,Asset,900 -> 770,1.76,2.2,0.44000000000000017,25.00000000000001
900,770,Van,Broker,900 -> 770,2.42,2.86,0.43999999999999995,18.18181818181818
900,850,Flatbed,Asset,900 -> 850,3.6,4.11,0.5100000000000002,14.166666666666671
900,850,Flatbed,Broker,900 -> 850,2.94,3.38,0.43999999999999995,14.96598639455782
900,850,Reefer,Asset,900 -> 850,2.39,2.87,0.48,20.083682008368196
900,850,Reefer,Broker,900 -> 850,2.98,3.42,0.43999999999999995,14.765100671140937
900,850,Van,Asset,900 -> 850,3.25,3.71,0.45999999999999996,14.153846153846153
900,850,Van,Broker,900 -> 850,3.15,3.6,0.4500000000000002,14.28571428571429
900,941,Flatbed,Asset,900 -> 941,4.54,5.12,0.5800000000000001,12.775330396475773
900,941,Flatbed,Broker,900 -> 941,3.32,3.76,0.43999999999999995,13.253012048192769
900,941,Reefer,Asset,900 -> 941,3.47,3.89,0.41999999999999993,12.103746397694522
900,941,Reefer,Broker,900 -> 941,3.43,3.87,0.43999999999999995,12.827988338192418
900,941,Van,Asset,900 -> 941,3.86,4.39,0.5299999999999998,13.730569948186524
900,941,Van,Broker,900 -> 941,3.03,3.47,0.4400000000000004,14.521452145214536
900,981,Flatbed,Asset,900 -> 981,2.16,2.76,0.5999999999999996,27.777777777777757
900,981,Flatbed,Broker,900 -> 981,1.57,2.01,0.4399999999999997,28.025477707006353
900,981,Reefer,Asset,900 -> 981,2.32,2.77,0.4500000000000002,19.39655172413794
900,981,Reefer,Broker,900 -> 981,2.26,2.7,0.4400000000000004,19.469026548672584
900,981,Van,Asset,900 -> 981,3.18,3.6,0.41999999999999993,13.207547169811317
900,981,Van,Broker,900 -> 981,2.61,3.05,0.43999999999999995,16.858237547892717
941,606,Flatbed,Asset,941 -> 606,0.0,0.0,0.0,
941,606,Flatbed,Broker,941 -> 606,1.42,1.83,0.41000000000000014,28.87323943661973
941,606,Reefer,Asset,941 -> 606,2.04,2.57,0.5299999999999998,25.980392156862735
941,606,Reefer,Broker,941 -> 606,1.64,2.1,0.4600000000000002,28.04878048780489
941,606,Van,Asset,941 -> 606,2.8,3.53,0.73,26.071428571428573
941,606,Van,Broker,941 -> 606,1.64,2.08,0.44000000000000017,26.82926829268294
941,900,Flatbed,Asset,941 -> 900,4.4,4.89,0.4899999999999993,11.13636363636362
941,900,Flatbed,Broker,941 -> 900,2.7,3.13,0.4299999999999997,15.925925925925915
941,900,Reefer,Asset,941 -> 900,1.86,2.3,0.4399999999999997,23.65591397849461
941,900,Reefer,Broker,941 -> 900,2.3,2.74,0.4400000000000004,19.130434782608713
941,900,Van,Asset,941 -> 900,2.06,2.5,0.43999999999999995,21.35922330097087
941,900,Van,Broker,941 -> 900,1.34,1.78,0.43999999999999995,32.83582089552238
972,981,Flatbed,Asset,972 -> 981,2.38,2.83,0.4500000000000002,18.90756302521009
972,981,Flatbed,Broker,972 -> 981,3.86,4.3,0.43999999999999995,11.398963730569948
972,981,Reefer,Asset,972 -> 981,5.26,5.76,0.5,9.505703422053232
972,981,Reefer,Broker,972 -> 981,4.58,5.02,0.4399999999999995,9.606986899563308
972,981,Van,Asset,972 -> 981,3.46,3.99,0.5300000000000002,15.317919075144514
972,981,Van,Broker,972 -> 981,2.91,3.35,0.43999999999999995,15.120274914089343
981,100,Flatbed,Asset,981 -> 100,0.0,0.0,0.0,
981,100,Flatbed,Broker,981 -> 100,0.0,0.0,0.0,
981,100,Reefer,Asset,981 -> 100,0.0,0.0,0.0,
981,100,Reefer,Broker,981 -> 100,2.1,2.52,0.41999999999999993,19.999999999999996
981,100,Van,Asset,981 -> 100,0.0,0.0,0.0,
981,100,Van,Broker,981 -> 100,1.49,1.93,0.43999999999999995,29.530201342281874
981,303,Flatbed,Asset,981 -> 303,1.44,1.86,0.42000000000000015,29.16666666666668
981,303,Flatbed,Broker,981 -> 303,1.49,1.94,0.44999999999999996,30.20134228187919
981,303,Reefer,Asset,981 -> 303,1.85,2.23,0.3799999999999999,20.540540540540533
981,303,Reefer,Broker,981 -> 303,1.86,2.31,0.44999999999999996,24.19354838709677
981,303,Van,Asset,981 -> 303,1.31,1.73,0.41999999999999993,32.06106870229007
981,303,Van,Broker,981 -> 303,1.56,2.0,0.43999999999999995,28.2051282051282
981,606,Flatbed,Asset,981 -> 606,0.0,0.0,0.0,
981,606,Flatbed,Broker,981 -> 606,1.35,1.8,0.44999999999999996,33.33333333333333
981,606,Reefer,Asset,981 -> 606,1.57,2.01,0.4399999999999997,28.025477707006353
981,606,Reefer,Broker,981 -> 606,2.0,2.46,0.45999999999999996,23.0
981,606,Van,Asset,981 -> 606,1.29,1.71,0.41999999999999993,32.558139534883715
981,606,Van,Broker,981 -> 606,1.28,1.72,0.43999999999999995,34.37499999999999
981,750,Flatbed,Asset,981 -> 750,1.36,1.8,0.43999999999999995,32.35294117647059
981,750,Flatbed,Broker,981 -> 750,1.68,2.13,0.44999999999999996,26.785714285714285
981,750,Reefer,Asset,981 -> 750,1.7,2.13,0.42999999999999994,25.294117647058822
981,750,Reefer,Broker,981 -> 750,2.26,2.72,0.4600000000000004,20.353982300884976
981,750,Van,Asset,981 -> 750,1.33,1.78,0.44999999999999996,33.834586466165405
981,750,Van,Broker,981 -> 750,1.8,2.24,0.44000000000000017,24.444444444444454
981,770,Flatbed,Asset,981 -> 770,1.22,1.66,0.43999999999999995,36.065573770491795
981,770,Flatbed,Broker,981 -> 770,1.48,1.92,0.43999999999999995,29.729729729729726
981,770,Reefer,Asset,981 -> 770,0.0,0.0,0.0,
981,770,Reefer,Broker,981 -> 770,1.58,2.02,0.43999999999999995,27.848101265822777
981,770,Van,Asset,981 -> 770,2.12,2.67,0.5499999999999998,25.943396226415082
981,770,Van,Broker,981 -> 770,1.81,2.25,0.43999999999999995,24.309392265193367
981,900,Flatbed,Asset,981 -> 900,3.55,4.09,0.54,15.211267605633804
981,900,Flatbed,Broker,981 -> 900,2.42,2.87,0.4500000000000002,18.595041322314056
981,900,Reefer,Asset,981 -> 900,1.48,1.91,0.42999999999999994,29.054054054054053
981,900,Reefer,Broker,981 -> 900,1.8,2.26,0.45999999999999974,25.555555555555543
981,900,Van,Asset,981 -> 900,1.14,1.63,0.49,42.98245614035088
981,900,Van,Broker,981 -> 900,0.93,1.37,0.44000000000000006,47.31182795698925
981,972,Flatbed,Asset,981 -> 972,2.3,2.75,0.4500000000000002,19.56521739130436
981,972,Flatbed,Broker,981 -> 972,4.24,4.68,0.4399999999999995,10.377358490566026
981,972,Reefer,Asset,981 -> 972,3.85,4.36,0.5100000000000002,13.24675324675325
981,972,Reefer,Broker,981 -> 972,3.85,4.29,0.43999999999999995,11.428571428571427
981,972,Van,Asset,981 -> 972,3.98,4.62,0.6400000000000001,16.080402010050253
981,972,Van,Broker,981 -> 972,3.87,4.31,0.4399999999999995,11.369509043927636
