origin_zip3,destination_zip3,trailer_type,carrier_type,avg_rate,min_rate,max_rate,count
770,750,Van,Broker,2.52,1.65,5.29,2
770,900,Flatbed,Asset,3.605,1.835,9.56,2
770,900,Flatbed,Broker,2.24,1.09,4.49,2
770,900,Reefer,Asset,1.8199999999999998,1.0350000000000001,2.07,2
770,900,Reefer,Broker,1.3900000000000001,1.12,1.6099999999999999,2
770,900,Van,Asset,2.66,1.47,4.48,2
770,900,Van,Broker,1.005,0.81,1.1400000000000001,2
770,981,Flatbed,Asset,2.4299999999999997,1.635,3.3049999999999997,2
770,981,Flatbed,Broker,1.76,1.06,2.365,2
770,981,Reefer,Asset,0.0,0.0,0.0,2
770,981,Reefer,Broker,1.5950000000000002,1.225,1.7999999999999998,2
770,981,Van,Asset,2.585,1.4249999999999998,4.585,2
770,981,Van,Broker,1.9449999999999998,0.8800000000000001,2.75,2
802,606,Flatbed,Asset,1.37,1.005,1.6749999999999998,2
