origin_zip3,destination_zip3,trailer_type,carrier_type,avg_rate,min_rate,max_rate,count
802,606,Flatbed,Broker,1.525,0.8300000000000001,2.9,2
802,606,Reefer,Asset,1.8450000000000002,1.2149999999999999,2.52,2
802,606,Reefer,Broker,1.8599999999999999,1.3050000000000002,3.05,2
802,606,Van,Asset,0.995,0.77,1.385,2
802,606,Van,Broker,0.9149999999999999,0.76,1.9700000000000002,2
802,750,Flatbed,Asset,1.345,0.895,3.1900000000000004,2
802,750,Flatbed,Broker,1.21,0.79,1.57,2
802,750,Reefer,Asset,1.885,1.2650000000000001,2.25,2
802,750,Reefer,Broker,1.8699999999999999,1.38,2.46,2
802,750,Van,Asset,1.125,0.77,1.4049999999999998,2
802,750,Van,Broker,1.0,0.8,1.21,2
850,303,Flatbed,Asset,1.565,1.245,2.225,2
850,303,Flatbed,Broker,1.56,0.545,2.2649999999999997,2
850,303,Reefer,Asset,2.3600000000000003,1.82,2.8200000000000003,2
850,303,Reefer,Broker,2.7,2.23,2.91,2
850,303,Van,Asset,2.0300000000000002,1.2349999999999999,2.49,2
850,303,Van,Broker,2.0300000000000002,1.7,2.4400000000000004,2
850,606,Flatbed,Asset,0.0,0.0,0.0,2
850,606,Flatbed,Broker,1.52,0.765,1.82,2
850,606,Reefer,Asset,2.4450000000000003,1.995,2.915,2
850,606,Reefer,Broker,2.3449999999999998,1.9100000000000001,2.87,2
850,606,Van,Asset,1.625,1.16,2.4400000000000004,2
850,606,Van,Broker,1.76,1.395,2.665,2
850,750,Flatbed,Asset,1.595,1.1949999999999998,2.315,2
850,750,Flatbed,Broker,1.1400000000000001,0.96,1.38,2
850,750,Reefer,Asset,2.5149999999999997,2.2399999999999998,3.1100000000000003,2
850,750,Reefer,Broker,2.83,2.0700000000000003,3.5700000000000003,2
850,750,Van,Asset,2.04,1.49,2.565,2
850,750,Van,Broker,2.2,1.82,2.7199999999999998,2
850,900,Flatbed,Asset,2.005,1.21,2.96,2
850,900,Flatbed,Broker,1.7,1.01,5.640000000000001,2
850,900,Reefer,Asset,2.0949999999999998,0.865,2.8,2
850,900,Reefer,Broker,4.720000000000001,2.16,7.359999999999999,2
850,900,Van,Asset,1.75,0.98,5.41,2
850,900,Van,Broker,1.18,0.8900000000000001,1.58,2
900,100,Flatbed,Asset,0.0,0.0,0.0,2
900,100,Flatbed,Broker,0.0,0.0,0.0,2
900,100,Reefer,Asset,0.0,0.0,0.0,2
900,100,Reefer,Broker,2.265,0.77,2.8,2
900,100,Van,Asset,0.0,0.0,0.0,2
900,100,Van,Broker,2.035,0.97,2.59,2
900,606,Flatbed,Asset,2.85,1.55,4.9,2
900,606,Flatbed,Broker,1.74,1.26,2.255,2
900,606,Reefer,Asset,2.125,1.775,2.7800000000000002,2
900,606,Reefer,Broker,2.08,1.75,2.505,2
900,606,Van,Asset,2.27,2.02,3.145,2
900,606,Van,Broker,2.4699999999999998,1.27,3.1900000000000004,2
900,750,Flatbed,Asset,1.92,1.605,2.91,2
900,750,Flatbed,Broker,1.75,0.9249999999999999,2.91,2
900,750,Reefer,Asset,2.47,2.115,2.635,2
900,750,Reefer,Broker,2.51,1.25,2.995,2
900,750,Van,Asset,2.5549999999999997,2.3200000000000003,3.2,2
900,750,Van,Broker,2.6100000000000003,1.81,3.6900000000000004,2
900,770,Flatbed,Asset,2.98,1.185,8.74,2
900,770,Flatbed,Broker,1.43,1.08,1.91,2
900,770,Reefer,Asset,2.215,1.78,2.435,2
900,770,Reefer,Broker,2.4050000000000002,2.0999999999999996,2.63,2
900,770,Van,Asset,1.98,1.12,3.12,2
900,770,Van,Broker,2.6399999999999997,1.1300000000000001,4.92,2
900,850,Flatbed,Asset,3.8550000000000004,2.99,4.49,2
900,850,Flatbed,Broker,3.16,1.74,5.26,2
900,850,Reefer,Asset,2.63,1.755,4.4399999999999995,2
900,850,Reefer,Broker,3.2,2.66,4.29,2
900,850,Van,Asset,3.48,2.58,4.46,2
900,850,Van,Broker,3.375,1.93,5.38,2
900,941,Flatbed,Asset,4.83,1.915,9.615,2
900,941,Flatbed,Broker,3.54,1.09,7.99,2
900,941,Reefer,Asset,3.68,2.645,4.54,2
900,941,Reefer,Broker,3.6500000000000004,2.33,5.45,2
900,941,Van,Asset,4.125,3.3200000000000003,9.594999999999999,2
900,941,Van,Broker,3.25,1.7,5.2,2
900,981,Flatbed,Asset,2.46,1.79,4.55,2
900,981,Flatbed,Broker,1.79,0.95,2.5300000000000002,2
900,981,Reefer,Asset,2.545,2.045,3.1550000000000002,2
900,981,Reefer,Broker,2.48,2.0999999999999996,3.71,2
900,981,Van,Asset,3.39,2.835,3.8499999999999996,2
900,981,Van,Broker,2.83,1.99,4.25,2
941,606,Flatbed,Asset,0.0,0.0,0.0,2
941,606,Flatbed,Broker,1.625,1.1949999999999998,1.83,2
941,606,Reefer,Asset,2.3049999999999997,1.6949999999999998,2.4050000000000002,2
941,606,Reefer,Broker,1.87,1.58,2.2649999999999997,2
941,606,Van,Asset,3.165,1.47,4.94,2
941,606,Van,Broker,1.8599999999999999,1.0,2.77,2
941,900,Flatbed,Asset,4.645,1.845,9.42,2
941,900,Flatbed,Broker,2.915,2.2800000000000002,4.02,2
941,900,Reefer,Asset,2.08,0.565,2.815,2
941,900,Reefer,Broker,2.52,1.6400000000000001,3.27,2
941,900,Van,Asset,2.2800000000000002,1.32,7.960000000000001,2
941,900,Van,Broker,1.56,1.09,3.73,2
972,981,Flatbed,Asset,2.605,2.21,7.475,2
972,981,Flatbed,Broker,4.08,2.3200000000000003,5.23,2
972,981,Reefer,Asset,5.51,2.74,6.57,2
972,981,Reefer,Broker,4.8,3.7199999999999998,5.99,2
972,981,Van,Asset,3.725,2.0300000000000002,6.765000000000001,2
972,981,Van,Broker,3.13,1.83,6.16,2
981,100,Flatbed,Asset,0.0,0.0,0.0,2
981,100,Flatbed,Broker,0.0,0.0,0.0,2
981,100,Reefer,Asset,0.0,0.0,0.0,2
981,100,Reefer,Broker,2.31,2.0,2.59,2
981,100,Van,Asset,0.0,0.0,0.0,2
981,100,Van,Broker,1.71,1.44,2.0149999999999997,2
981,303,Flatbed,Asset,1.65,1.455,2.105,2
981,303,Flatbed,Broker,1.7149999999999999,0.76,2.665,2
981,303,Reefer,Asset,2.04,1.75,2.605,2
981,303,Reefer,Broker,2.085,0.76,2.715,2
981,303,Van,Asset,1.52,1.02,1.98,2
981,303,Van,Broker,1.78,1.32,2.26,2
981,606,Flatbed,Asset,0.0,0.0,0.0,2
981,606,Flatbed,Broker,1.5750000000000002,0.735,2.235,2
981,606,Reefer,Asset,1.79,1.395,2.4699999999999998,2
981,606,Reefer,Broker,2.23,1.965,2.48,2
981,606,Van,Asset,1.5,1.02,1.875,2
981,606,Van,Broker,1.5,0.97,1.95,2
981,750,Flatbed,Asset,1.58,1.4049999999999998,1.8,2
981,750,Flatbed,Broker,1.9049999999999998,1.6400000000000001,2.67,2
981,750,Reefer,Asset,1.915,1.565,2.3200000000000003,2
981,750,Reefer,Broker,2.49,1.95,2.97,2
981,750,Van,Asset,1.5550000000000002,0.96,2.1399999999999997,2
981,750,Van,Broker,2.02,1.8,2.38,2
981,770,Flatbed,Asset,1.44,1.085,1.6749999999999998,2
981,770,Flatbed,Broker,1.7,0.8600000000000001,2.02,2
981,770,Reefer,Asset,0.0,0.0,0.0,2
981,770,Reefer,Broker,1.8,0.73,2.77,2
981,770,Van,Asset,2.395,1.03,3.485,2
981,770,Van,Broker,2.0300000000000002,1.66,2.77,2
981,900,Flatbed,Asset,3.82,2.215,7.04,2
981,900,Flatbed,Broker,2.645,1.44,3.6900000000000004,2
981,900,Reefer,Asset,1.6949999999999998,0.8049999999999999,2.895,2
981,900,Reefer,Broker,2.03,1.2,2.605,2
981,900,Van,Asset,1.3849999999999998,0.75,2.585,2
981,900,Van,Broker,1.1500000000000001,0.8300000000000001,1.65,2
981,972,Flatbed,Asset,2.525,1.875,5.775,2
981,972,Flatbed,Broker,4.46,2.84,5.88,2
981,972,Reefer,Asset,4.105,2.46,7.12,2
981,972,Reefer,Broker,4.07,3.0700000000000003,6.45,2
981,972,Van,Asset,4.3,2.3899999999999997,7.395,2
981,972,Van,Broker,4.09,2.3600000000000003,6.49,2
