equipment,geography,fuel_included,origin,destination,rate
flatbeds,region,False,Origin - New England,Dest - New England,3.53
flatbeds,region,False,Origin - New England,Upper Atlantic,2.57
flatbeds,region,False,Origin - New England,Lower Atlantic,1.98
flatbeds,region,False,Origin - New England,Carolinas,1.42
flatbeds,region,False,Origin - New England,Florida-So Georgia,1.59
flatbeds,region,False,Origin - New England,Southeast,1.49
flatbeds,region,False,Origin - New England,Ohio River,1.6
flatbeds,region,False,Origin - New England,Great Lakes,1.49
flatbeds,region,False,Origin - New England,Upper Midwest,1.66
flatbeds,region,False,Origin - New England,Lower Midwest,1.52
flatbeds,region,False,Origin - New England,South Central,1.61
flatbeds,region,False,Origin - New England,Upper Mountain,1.77
flatbeds,region,False,Origin - New England,Lower Mountain,1.63
flatbeds,region,False,Origin - New England,California,1.6
flatbeds,region,False,Origin - New England,Pacific Northwest,1.61
flatbeds,region,False,Origin - New England,Canada Central,2.68
flatbeds,region,False,Upper Atlantic,Dest - New England,3.58
flatbeds,region,False,Upper Atlantic,Upper Atlantic,3.75
flatbeds,region,False,Upper Atlantic,Lower Atlantic,3.16
flatbeds,region,False,Upper Atlantic,Carolinas,1.8
flatbeds,region,False,Upper Atlantic,Florida-So Georgia,1.89
flatbeds,region,False,Upper Atlantic,Southeast,1.62
flatbeds,region,False,Upper Atlantic,Ohio River,1.96
flatbeds,region,False,Upper Atlantic,Great Lakes,1.89
flatbeds,region,False,Upper Atlantic,Upper Midwest,1.86
flatbeds,region,False,Upper Atlantic,Lower Midwest,1.74
flatbeds,region,False,Upper Atlantic,South Central,1.52
flatbeds,region,False,Upper Atlantic,Upper Mountain,1.79
flatbeds,region,False,Upper Atlantic,Lower Mountain,1.74
flatbeds,region,False,Upper Atlantic,California,1.51
flatbeds,region,False,Upper Atlantic,Pacific Northwest,1.54
flatbeds,region,False,Upper Atlantic,Canada East,3.11
flatbeds,region,False,Upper Atlantic,Canada Central,2.14
flatbeds,region,False,Upper Atlantic,Canada West,1.76
flatbeds,region,False,Lower Atlantic,Dest - New England,3.34
flatbeds,region,False,Lower Atlantic,Upper Atlantic,3.3
flatbeds,region,False,Lower Atlantic,Lower Atlantic,3.34
flatbeds,region,False,Lower Atlantic,Carolinas,2.29
flatbeds,region,False,Lower Atlantic,Florida-So Georgia,1.98
flatbeds,region,False,Lower Atlantic,Southeast,1.81
flatbeds,region,False,Lower Atlantic,Ohio River,2.21
flatbeds,region,False,Lower Atlantic,Great Lakes,1.95
flatbeds,region,False,Lower Atlantic,Upper Midwest,1.93
flatbeds,region,False,Lower Atlantic,Lower Midwest,1.79
flatbeds,region,False,Lower Atlantic,South Central,1.59
flatbeds,region,False,Lower Atlantic,Upper Mountain,1.95
flatbeds,region,False,Lower Atlantic,Lower Mountain,1.92
flatbeds,region,False,Lower Atlantic,California,1.63
flatbeds,region,False,Lower Atlantic,Pacific Northwest,1.56
flatbeds,region,False,Lower Atlantic,Canada Central,2.13
flatbeds,region,False,Carolinas,Dest - New England,2.68
flatbeds,region,False,Carolinas,Upper Atlantic,2.75
flatbeds,region,False,Carolinas,Lower Atlantic,2.93
flatbeds,region,False,Carolinas,Carolinas,3.57
flatbeds,region,False,Carolinas,Florida-So Georgia,2.36
flatbeds,region,False,Carolinas,Southeast,2.24
flatbeds,region,False,Carolinas,Ohio River,2.07
flatbeds,region,False,Carolinas,Great Lakes,2.0
flatbeds,region,False,Carolinas,Upper Midwest,2.1
flatbeds,region,False,Carolinas,Lower Midwest,1.81
flatbeds,region,False,Carolinas,South Central,1.71
flatbeds,region,False,Carolinas,Upper Mountain,1.63
flatbeds,region,False,Carolinas,Lower Mountain,1.9
flatbeds,region,False,Carolinas,California,1.67
flatbeds,region,False,Carolinas,Pacific Northwest,1.91
flatbeds,region,False,Carolinas,Canada Central,1.87
flatbeds,region,False,Carolinas,Canada West,1.67
flatbeds,region,False,Florida-So Georgia,Dest - New England,1.93
flatbeds,region,False,Florida-So Georgia,Upper Atlantic,1.84
flatbeds,region,False,Florida-So Georgia,Lower Atlantic,1.95
flatbeds,region,False,Florida-So Georgia,Carolinas,1.82
flatbeds,region,False,Florida-So Georgia,Florida-So Georgia,2.47
flatbeds,region,False,Florida-So Georgia,Southeast,1.68
flatbeds,region,False,Florida-So Georgia,Ohio River,1.66
flatbeds,region,False,Florida-So Georgia,Great Lakes,1.58
flatbeds,region,False,Florida-So Georgia,Upper Midwest,1.57
flatbeds,region,False,Florida-So Georgia,Lower Midwest,1.64
flatbeds,region,False,Florida-So Georgia,South Central,1.53
flatbeds,region,False,Florida-So Georgia,Upper Mountain,1.57
flatbeds,region,False,Florida-So Georgia,Lower Mountain,1.71
flatbeds,region,False,Florida-So Georgia,California,1.65
flatbeds,region,False,Florida-So Georgia,Pacific Northwest,1.49
flatbeds,region,False,Florida-So Georgia,Canada Central,1.54
flatbeds,region,False,Florida-So Georgia,Canada West,1.46
flatbeds,region,False,Southeast,Dest - New England,2.56
flatbeds,region,False,Southeast,Upper Atlantic,2.45
flatbeds,region,False,Southeast,Lower Atlantic,2.56
flatbeds,region,False,Southeast,Carolinas,2.57
flatbeds,region,False,Southeast,Florida-So Georgia,2.61
flatbeds,region,False,Southeast,Southeast,2.94
flatbeds,region,False,Southeast,Ohio River,2.48
flatbeds,region,False,Southeast,Great Lakes,2.19
flatbeds,region,False,Southeast,Upper Midwest,2.17
flatbeds,region,False,Southeast,Lower Midwest,2.24
flatbeds,region,False,Southeast,South Central,2.14
flatbeds,region,False,Southeast,Upper Mountain,2.06
flatbeds,region,False,Southeast,Lower Mountain,2.27
flatbeds,region,False,Southeast,California,1.83
flatbeds,region,False,Southeast,Pacific Northwest,1.77
flatbeds,region,False,Southeast,Canada Central,1.63
flatbeds,region,False,Southeast,Canada West,1.64
flatbeds,region,False,Ohio River,Dest - New England,2.88
flatbeds,region,False,Ohio River,Upper Atlantic,3.1
flatbeds,region,False,Ohio River,Lower Atlantic,3.07
flatbeds,region,False,Ohio River,Carolinas,2.54
flatbeds,region,False,Ohio River,Florida-So Georgia,2.4
flatbeds,region,False,Ohio River,Southeast,2.47
flatbeds,region,False,Ohio River,Ohio River,3.27
flatbeds,region,False,Ohio River,Great Lakes,2.88
flatbeds,region,False,Ohio River,Upper Midwest,2.56
flatbeds,region,False,Ohio River,Lower Midwest,2.72
flatbeds,region,False,Ohio River,South Central,2.07
flatbeds,region,False,Ohio River,Upper Mountain,2.17
flatbeds,region,False,Ohio River,Lower Mountain,2.34
flatbeds,region,False,Ohio River,California,1.71
flatbeds,region,False,Ohio River,Pacific Northwest,1.85
flatbeds,region,False,Ohio River,Canada Central,2.43
flatbeds,region,False,Ohio River,Canada West,1.74
flatbeds,region,False,Great Lakes,Dest - New England,2.71
flatbeds,region,False,Great Lakes,Upper Atlantic,2.89
flatbeds,region,False,Great Lakes,Lower Atlantic,2.81
flatbeds,region,False,Great Lakes,Carolinas,2.16
flatbeds,region,False,Great Lakes,Florida-So Georgia,2.11
flatbeds,region,False,Great Lakes,Southeast,2.06
flatbeds,region,False,Great Lakes,Ohio River,2.92
flatbeds,region,False,Great Lakes,Great Lakes,3.11
flatbeds,region,False,Great Lakes,Upper Midwest,2.87
flatbeds,region,False,Great Lakes,Lower Midwest,2.51
flatbeds,region,False,Great Lakes,South Central,1.77
flatbeds,region,False,Great Lakes,Upper Mountain,2.1
flatbeds,region,False,Great Lakes,Lower Mountain,2.13
flatbeds,region,False,Great Lakes,California,1.74
flatbeds,region,False,Great Lakes,Pacific Northwest,1.88
flatbeds,region,False,Great Lakes,Canada Central,2.08
flatbeds,region,False,Great Lakes,Canada West,1.44
flatbeds,region,False,Upper Midwest,Dest - New England,2.22
flatbeds,region,False,Upper Midwest,Upper Atlantic,2.2
flatbeds,region,False,Upper Midwest,Lower Atlantic,2.02
flatbeds,region,False,Upper Midwest,Carolinas,1.87
flatbeds,region,False,Upper Midwest,Florida-So Georgia,1.87
flatbeds,region,False,Upper Midwest,Southeast,1.7
flatbeds,region,False,Upper Midwest,Ohio River,1.88
flatbeds,region,False,Upper Midwest,Great Lakes,2.23
flatbeds,region,False,Upper Midwest,Upper Midwest,2.86
flatbeds,region,False,Upper Midwest,Lower Midwest,2.31
flatbeds,region,False,Upper Midwest,South Central,1.8
flatbeds,region,False,Upper Midwest,Upper Mountain,2.48
flatbeds,region,False,Upper Midwest,Lower Mountain,2.53
flatbeds,region,False,Upper Midwest,California,2.01
flatbeds,region,False,Upper Midwest,Pacific Northwest,2.1
flatbeds,region,False,Upper Midwest,Canada Central,1.33
flatbeds,region,False,Upper Midwest,Canada West,1.96
flatbeds,region,False,Lower Midwest,Dest - New England,2.25
flatbeds,region,False,Lower Midwest,Upper Atlantic,2.08
flatbeds,region,False,Lower Midwest,Lower Atlantic,2.12
flatbeds,region,False,Lower Midwest,Carolinas,2.18
flatbeds,region,False,Lower Midwest,Florida-So Georgia,2.05
flatbeds,region,False,Lower Midwest,Southeast,1.84
flatbeds,region,False,Lower Midwest,Ohio River,2.04
flatbeds,region,False,Lower Midwest,Great Lakes,1.95
flatbeds,region,False,Lower Midwest,Upper Midwest,2.62
flatbeds,region,False,Lower Midwest,Lower Midwest,3.0
flatbeds,region,False,Lower Midwest,South Central,2.0
flatbeds,region,False,Lower Midwest,Upper Mountain,2.55
flatbeds,region,False,Lower Midwest,Lower Mountain,2.65
flatbeds,region,False,Lower Midwest,California,1.91
flatbeds,region,False,Lower Midwest,Pacific Northwest,1.99
flatbeds,region,False,Lower Midwest,Canada Central,1.76
flatbeds,region,False,Lower Midwest,Canada West,1.5
flatbeds,region,False,South Central,Dest - New England,1.9
flatbeds,region,False,South Central,Upper Atlantic,1.84
flatbeds,region,False,South Central,Lower Atlantic,1.94
flatbeds,region,False,South Central,Carolinas,1.86
flatbeds,region,False,South Central,Florida-So Georgia,1.88
flatbeds,region,False,South Central,Southeast,1.81
flatbeds,region,False,South Central,Ohio River,1.82
flatbeds,region,False,South Central,Great Lakes,1.75
flatbeds,region,False,South Central,Upper Midwest,2.15
flatbeds,region,False,South Central,Lower Midwest,2.23
flatbeds,region,False,South Central,South Central,2.45
flatbeds,region,False,South Central,Upper Mountain,2.17
flatbeds,region,False,South Central,Lower Mountain,2.32
flatbeds,region,False,South Central,California,1.84
flatbeds,region,False,South Central,Pacific Northwest,1.83
flatbeds,region,False,South Central,Canada Central,1.51
flatbeds,region,False,South Central,Canada West,1.47
flatbeds,region,False,Upper Mountain,Dest - New England,1.66
flatbeds,region,False,Upper Mountain,Upper Atlantic,1.61
flatbeds,region,False,Upper Mountain,Lower Atlantic,1.56
flatbeds,region,False,Upper Mountain,Carolinas,1.53
flatbeds,region,False,Upper Mountain,Florida-So Georgia,1.51
flatbeds,region,False,Upper Mountain,Southeast,1.42
flatbeds,region,False,Upper Mountain,Ohio River,1.65
flatbeds,region,False,Upper Mountain,Great Lakes,1.44
flatbeds,region,False,Upper Mountain,Upper Midwest,1.73
flatbeds,region,False,Upper Mountain,Lower Midwest,1.57
flatbeds,region,False,Upper Mountain,South Central,1.49
flatbeds,region,False,Upper Mountain,Upper Mountain,2.45
flatbeds,region,False,Upper Mountain,Lower Mountain,2.39
flatbeds,region,False,Upper Mountain,California,2.27
flatbeds,region,False,Upper Mountain,Pacific Northwest,1.88
flatbeds,region,False,Upper Mountain,Canada Central,2.22
flatbeds,region,False,Upper Mountain,Canada West,1.8
flatbeds,region,False,Lower Mountain,Dest - New England,1.55
flatbeds,region,False,Lower Mountain,Upper Atlantic,1.55
flatbeds,region,False,Lower Mountain,Lower Atlantic,1.33
flatbeds,region,False,Lower Mountain,Carolinas,1.47
flatbeds,region,False,Lower Mountain,Florida-So Georgia,1.46
flatbeds,region,False,Lower Mountain,Southeast,1.36
flatbeds,region,False,Lower Mountain,Ohio River,1.44
flatbeds,region,False,Lower Mountain,Great Lakes,1.29
flatbeds,region,False,Lower Mountain,Upper Midwest,1.77
flatbeds,region,False,Lower Mountain,Lower Midwest,1.46
flatbeds,region,False,Lower Mountain,South Central,1.4
flatbeds,region,False,Lower Mountain,Upper Mountain,2.15
flatbeds,region,False,Lower Mountain,Lower Mountain,2.16
flatbeds,region,False,Lower Mountain,California,1.73
flatbeds,region,False,Lower Mountain,Pacific Northwest,1.69
flatbeds,region,False,Lower Mountain,Canada Central,1.49
flatbeds,region,False,Lower Mountain,Canada West,1.79
flatbeds,region,False,California,Dest - New England,1.54
flatbeds,region,False,California,Upper Atlantic,1.55
flatbeds,region,False,California,Lower Atlantic,1.55
flatbeds,region,False,California,Carolinas,1.69
flatbeds,region,False,California,Florida-So Georgia,1.54
flatbeds,region,False,California,Southeast,1.42
flatbeds,region,False,California,Ohio River,1.54
flatbeds,region,False,California,Great Lakes,1.58
flatbeds,region,False,California,Upper Midwest,1.58
flatbeds,region,False,California,Lower Midwest,1.67
flatbeds,region,False,California,South Central,1.55
flatbeds,region,False,California,Upper Mountain,2.65
flatbeds,region,False,California,Lower Mountain,2.51
flatbeds,region,False,California,California,2.47
flatbeds,region,False,California,Pacific Northwest,1.87
flatbeds,region,False,California,Canada Central,1.08
flatbeds,region,False,California,Canada West,1.72
flatbeds,region,False,Pacific Northwest,Dest - New England,1.61
flatbeds,region,False,Pacific Northwest,Upper Atlantic,1.62
flatbeds,region,False,Pacific Northwest,Lower Atlantic,1.44
flatbeds,region,False,Pacific Northwest,Carolinas,1.47
flatbeds,region,False,Pacific Northwest,Florida-So Georgia,1.57
flatbeds,region,False,Pacific Northwest,Southeast,1.48
flatbeds,region,False,Pacific Northwest,Ohio River,1.58
flatbeds,region,False,Pacific Northwest,Great Lakes,1.53
flatbeds,region,False,Pacific Northwest,Upper Midwest,1.85
flatbeds,region,False,Pacific Northwest,Lower Midwest,1.68
flatbeds,region,False,Pacific Northwest,South Central,1.54
flatbeds,region,False,Pacific Northwest,Upper Mountain,2.97
flatbeds,region,False,Pacific Northwest,Lower Mountain,2.44
flatbeds,region,False,Pacific Northwest,California,2.24
flatbeds,region,False,Pacific Northwest,Pacific Northwest,3.53
flatbeds,region,False,Pacific Northwest,Canada West,2.57
flatbeds,region,False,Canada East,Canada Central,1.91
flatbeds,region,False,Canada Central,Dest - New England,3.72
flatbeds,region,False,Canada Central,Upper Atlantic,3.35
flatbeds,region,False,Canada Central,Lower Atlantic,3.1
flatbeds,region,False,Canada Central,Carolinas,2.62
flatbeds,region,False,Canada Central,Florida-So Georgia,2.24
flatbeds,region,False,Canada Central,Southeast,2.14
flatbeds,region,False,Canada Central,Ohio River,2.53
flatbeds,region,False,Canada Central,Great Lakes,2.75
flatbeds,region,False,Canada Central,Upper Midwest,2.78
flatbeds,region,False,Canada Central,Lower Midwest,2.31
flatbeds,region,False,Canada Central,South Central,2.2
flatbeds,region,False,Canada Central,Lower Mountain,2.06
flatbeds,region,False,Canada Central,California,1.87
flatbeds,region,False,Canada Central,Pacific Northwest,1.81
flatbeds,region,False,Canada Central,Canada East,2.14
flatbeds,region,False,Canada Central,Canada Central,3.0
flatbeds,region,False,Canada Central,Canada West,1.87
flatbeds,region,False,Canada West,Upper Atlantic,1.54
flatbeds,region,False,Canada West,Southeast,1.41
flatbeds,region,False,Canada West,Ohio River,1.37
flatbeds,region,False,Canada West,Great Lakes,1.6
flatbeds,region,False,Canada West,Upper Midwest,2.21
flatbeds,region,False,Canada West,South Central,1.36
flatbeds,region,False,Canada West,Upper Mountain,2.74
flatbeds,region,False,Canada West,Lower Mountain,2.39
flatbeds,region,False,Canada West,California,1.69
flatbeds,region,False,Canada West,Pacific Northwest,2.55
flatbeds,region,False,Canada West,Canada Central,1.42
flatbeds,region,False,Canada West,Canada West,2.15
flatbeds,region,True,Origin - New England,Dest - New England,3.98
flatbeds,region,True,Origin - New England,Upper Atlantic,3.02
flatbeds,region,True,Origin - New England,Lower Atlantic,2.43
flatbeds,region,True,Origin - New England,Carolinas,1.87
flatbeds,region,True,Origin - New England,Florida-So Georgia,2.04
flatbeds,region,True,Origin - New England,Southeast,1.94
flatbeds,region,True,Origin - New England,Ohio River,2.05
flatbeds,region,True,Origin - New England,Great Lakes,1.94
flatbeds,region,True,Origin - New England,Upper Midwest,2.11
flatbeds,region,True,Origin - New England,Lower Midwest,1.97
flatbeds,region,True,Origin - New England,South Central,2.06
flatbeds,region,True,Origin - New England,Upper Mountain,2.22
flatbeds,region,True,Origin - New England,Lower Mountain,2.08
flatbeds,region,True,Origin - New England,California,2.05
flatbeds,region,True,Origin - New England,Pacific Northwest,2.06
flatbeds,region,True,Origin - New England,Canada Central,3.13
flatbeds,region,True,Upper Atlantic,Dest - New England,4.03
flatbeds,region,True,Upper Atlantic,Upper Atlantic,4.2
flatbeds,region,True,Upper Atlantic,Lower Atlantic,3.61
flatbeds,region,True,Upper Atlantic,Carolinas,2.25
flatbeds,region,True,Upper Atlantic,Florida-So Georgia,2.34
flatbeds,region,True,Upper Atlantic,Southeast,2.07
flatbeds,region,True,Upper Atlantic,Ohio River,2.41
flatbeds,region,True,Upper Atlantic,Great Lakes,2.34
flatbeds,region,True,Upper Atlantic,Upper Midwest,2.31
flatbeds,region,True,Upper Atlantic,Lower Midwest,2.19
flatbeds,region,True,Upper Atlantic,South Central,1.97
flatbeds,region,True,Upper Atlantic,Upper Mountain,2.24
flatbeds,region,True,Upper Atlantic,Lower Mountain,2.19
flatbeds,region,True,Upper Atlantic,California,1.96
flatbeds,region,True,Upper Atlantic,Pacific Northwest,1.99
flatbeds,region,True,Upper Atlantic,Canada East,3.56
flatbeds,region,True,Upper Atlantic,Canada Central,2.59
flatbeds,region,True,Upper Atlantic,Canada West,2.21
flatbeds,region,True,Lower Atlantic,Dest - New England,3.79
flatbeds,region,True,Lower Atlantic,Upper Atlantic,3.75
flatbeds,region,True,Lower Atlantic,Lower Atlantic,3.79
flatbeds,region,True,Lower Atlantic,Carolinas,2.74
flatbeds,region,True,Lower Atlantic,Florida-So Georgia,2.43
flatbeds,region,True,Lower Atlantic,Southeast,2.26
flatbeds,region,True,Lower Atlantic,Ohio River,2.66
flatbeds,region,True,Lower Atlantic,Great Lakes,2.4
flatbeds,region,True,Lower Atlantic,Upper Midwest,2.38
flatbeds,region,True,Lower Atlantic,Lower Midwest,2.24
flatbeds,region,True,Lower Atlantic,South Central,2.04
flatbeds,region,True,Lower Atlantic,Upper Mountain,2.4
flatbeds,region,True,Lower Atlantic,Lower Mountain,2.37
flatbeds,region,True,Lower Atlantic,California,2.08
flatbeds,region,True,Lower Atlantic,Pacific Northwest,2.01
flatbeds,region,True,Lower Atlantic,Canada Central,2.58
flatbeds,region,True,Carolinas,Dest - New England,3.13
flatbeds,region,True,Carolinas,Upper Atlantic,3.2
flatbeds,region,True,Carolinas,Lower Atlantic,3.38
flatbeds,region,True,Carolinas,Carolinas,4.02
flatbeds,region,True,Carolinas,Florida-So Georgia,2.81
flatbeds,region,True,Carolinas,Southeast,2.69
flatbeds,region,True,Carolinas,Ohio River,2.52
flatbeds,region,True,Carolinas,Great Lakes,2.45
flatbeds,region,True,Carolinas,Upper Midwest,2.55
flatbeds,region,True,Carolinas,Lower Midwest,2.26
flatbeds,region,True,Carolinas,South Central,2.16
flatbeds,region,True,Carolinas,Upper Mountain,2.08
flatbeds,region,True,Carolinas,Lower Mountain,2.35
flatbeds,region,True,Carolinas,California,2.12
flatbeds,region,True,Carolinas,Pacific Northwest,2.36
flatbeds,region,True,Carolinas,Canada Central,2.32
flatbeds,region,True,Carolinas,Canada West,2.12
flatbeds,region,True,Florida-So Georgia,Dest - New England,2.38
flatbeds,region,True,Florida-So Georgia,Upper Atlantic,2.29
flatbeds,region,True,Florida-So Georgia,Lower Atlantic,2.4
flatbeds,region,True,Florida-So Georgia,Carolinas,2.27
flatbeds,region,True,Florida-So Georgia,Florida-So Georgia,2.92
flatbeds,region,True,Florida-So Georgia,Southeast,2.13
flatbeds,region,True,Florida-So Georgia,Ohio River,2.11
flatbeds,region,True,Florida-So Georgia,Great Lakes,2.03
flatbeds,region,True,Florida-So Georgia,Upper Midwest,2.02
flatbeds,region,True,Florida-So Georgia,Lower Midwest,2.09
flatbeds,region,True,Florida-So Georgia,South Central,1.98
flatbeds,region,True,Florida-So Georgia,Upper Mountain,2.02
flatbeds,region,True,Florida-So Georgia,Lower Mountain,2.16
flatbeds,region,True,Florida-So Georgia,California,2.1
flatbeds,region,True,Florida-So Georgia,Pacific Northwest,1.94
flatbeds,region,True,Florida-So Georgia,Canada Central,1.99
flatbeds,region,True,Florida-So Georgia,Canada West,1.91
flatbeds,region,True,Southeast,Dest - New England,3.01
flatbeds,region,True,Southeast,Upper Atlantic,2.9
flatbeds,region,True,Southeast,Lower Atlantic,3.01
flatbeds,region,True,Southeast,Carolinas,3.02
flatbeds,region,True,Southeast,Florida-So Georgia,3.06
flatbeds,region,True,Southeast,Southeast,3.39
flatbeds,region,True,Southeast,Ohio River,2.93
flatbeds,region,True,Southeast,Great Lakes,2.64
flatbeds,region,True,Southeast,Upper Midwest,2.62
flatbeds,region,True,Southeast,Lower Midwest,2.69
flatbeds,region,True,Southeast,South Central,2.59
flatbeds,region,True,Southeast,Upper Mountain,2.51
flatbeds,region,True,Southeast,Lower Mountain,2.72
flatbeds,region,True,Southeast,California,2.28
flatbeds,region,True,Southeast,Pacific Northwest,2.22
flatbeds,region,True,Southeast,Canada Central,2.08
flatbeds,region,True,Southeast,Canada West,2.09
flatbeds,region,True,Ohio River,Dest - New England,3.33
flatbeds,region,True,Ohio River,Upper Atlantic,3.55
flatbeds,region,True,Ohio River,Lower Atlantic,3.52
flatbeds,region,True,Ohio River,Carolinas,2.99
flatbeds,region,True,Ohio River,Florida-So Georgia,2.85
flatbeds,region,True,Ohio River,Southeast,2.92
flatbeds,region,True,Ohio River,Ohio River,3.72
flatbeds,region,True,Ohio River,Great Lakes,3.33
flatbeds,region,True,Ohio River,Upper Midwest,3.01
flatbeds,region,True,Ohio River,Lower Midwest,3.17
flatbeds,region,True,Ohio River,South Central,2.52
flatbeds,region,True,Ohio River,Upper Mountain,2.62
flatbeds,region,True,Ohio River,Lower Mountain,2.79
flatbeds,region,True,Ohio River,California,2.16
flatbeds,region,True,Ohio River,Pacific Northwest,2.3
flatbeds,region,True,Ohio River,Canada Central,2.88
flatbeds,region,True,Ohio River,Canada West,2.19
flatbeds,region,True,Great Lakes,Dest - New England,3.16
flatbeds,region,True,Great Lakes,Upper Atlantic,3.34
flatbeds,region,True,Great Lakes,Lower Atlantic,3.26
flatbeds,region,True,Great Lakes,Carolinas,2.61
flatbeds,region,True,Great Lakes,Florida-So Georgia,2.56
flatbeds,region,True,Great Lakes,Southeast,2.51
flatbeds,region,True,Great Lakes,Ohio River,3.37
flatbeds,region,True,Great Lakes,Great Lakes,3.56
flatbeds,region,True,Great Lakes,Upper Midwest,3.32
flatbeds,region,True,Great Lakes,Lower Midwest,2.96
flatbeds,region,True,Great Lakes,South Central,2.22
flatbeds,region,True,Great Lakes,Upper Mountain,2.55
flatbeds,region,True,Great Lakes,Lower Mountain,2.58
flatbeds,region,True,Great Lakes,California,2.19
flatbeds,region,True,Great Lakes,Pacific Northwest,2.33
flatbeds,region,True,Great Lakes,Canada Central,2.53
flatbeds,region,True,Great Lakes,Canada West,1.89
flatbeds,region,True,Upper Midwest,Dest - New England,2.67
flatbeds,region,True,Upper Midwest,Upper Atlantic,2.65
flatbeds,region,True,Upper Midwest,Lower Atlantic,2.47
flatbeds,region,True,Upper Midwest,Carolinas,2.32
flatbeds,region,True,Upper Midwest,Florida-So Georgia,2.32
flatbeds,region,True,Upper Midwest,Southeast,2.15
flatbeds,region,True,Upper Midwest,Ohio River,2.33
flatbeds,region,True,Upper Midwest,Great Lakes,2.68
flatbeds,region,True,Upper Midwest,Upper Midwest,3.31
flatbeds,region,True,Upper Midwest,Lower Midwest,2.76
flatbeds,region,True,Upper Midwest,South Central,2.25
flatbeds,region,True,Upper Midwest,Upper Mountain,2.93
flatbeds,region,True,Upper Midwest,Lower Mountain,2.98
flatbeds,region,True,Upper Midwest,California,2.46
flatbeds,region,True,Upper Midwest,Pacific Northwest,2.55
flatbeds,region,True,Upper Midwest,Canada Central,1.78
flatbeds,region,True,Upper Midwest,Canada West,2.41
flatbeds,region,True,Lower Midwest,Dest - New England,2.7
flatbeds,region,True,Lower Midwest,Upper Atlantic,2.53
flatbeds,region,True,Lower Midwest,Lower Atlantic,2.57
flatbeds,region,True,Lower Midwest,Carolinas,2.63
flatbeds,region,True,Lower Midwest,Florida-So Georgia,2.5
flatbeds,region,True,Lower Midwest,Southeast,2.29
flatbeds,region,True,Lower Midwest,Ohio River,2.49
flatbeds,region,True,Lower Midwest,Great Lakes,2.4
flatbeds,region,True,Lower Midwest,Upper Midwest,3.07
flatbeds,region,True,Lower Midwest,Lower Midwest,3.45
flatbeds,region,True,Lower Midwest,South Central,2.45
flatbeds,region,True,Lower Midwest,Upper Mountain,3.0
flatbeds,region,True,Lower Midwest,Lower Mountain,3.1
flatbeds,region,True,Lower Midwest,California,2.36
flatbeds,region,True,Lower Midwest,Pacific Northwest,2.44
flatbeds,region,True,Lower Midwest,Canada Central,2.21
flatbeds,region,True,Lower Midwest,Canada West,1.95
flatbeds,region,True,South Central,Dest - New England,2.35
flatbeds,region,True,South Central,Upper Atlantic,2.29
flatbeds,region,True,South Central,Lower Atlantic,2.39
flatbeds,region,True,South Central,Carolinas,2.31
flatbeds,region,True,South Central,Florida-So Georgia,2.33
flatbeds,region,True,South Central,Southeast,2.26
flatbeds,region,True,South Central,Ohio River,2.27
flatbeds,region,True,South Central,Great Lakes,2.2
flatbeds,region,True,South Central,Upper Midwest,2.6
flatbeds,region,True,South Central,Lower Midwest,2.68
flatbeds,region,True,South Central,South Central,2.9
flatbeds,region,True,South Central,Upper Mountain,2.62
flatbeds,region,True,South Central,Lower Mountain,2.77
flatbeds,region,True,South Central,California,2.29
flatbeds,region,True,South Central,Pacific Northwest,2.28
flatbeds,region,True,South Central,Canada Central,1.96
flatbeds,region,True,South Central,Canada West,1.92
flatbeds,region,True,Upper Mountain,Dest - New England,2.11
flatbeds,region,True,Upper Mountain,Upper Atlantic,2.06
flatbeds,region,True,Upper Mountain,Lower Atlantic,2.01
flatbeds,region,True,Upper Mountain,Carolinas,1.98
flatbeds,region,True,Upper Mountain,Florida-So Georgia,1.96
flatbeds,region,True,Upper Mountain,Southeast,1.87
flatbeds,region,True,Upper Mountain,Ohio River,2.1
flatbeds,region,True,Upper Mountain,Great Lakes,1.89
flatbeds,region,True,Upper Mountain,Upper Midwest,2.18
flatbeds,region,True,Upper Mountain,Lower Midwest,2.02
flatbeds,region,True,Upper Mountain,South Central,1.94
flatbeds,region,True,Upper Mountain,Upper Mountain,2.9
flatbeds,region,True,Upper Mountain,Lower Mountain,2.84
flatbeds,region,True,Upper Mountain,California,2.72
flatbeds,region,True,Upper Mountain,Pacific Northwest,2.33
flatbeds,region,True,Upper Mountain,Canada Central,2.67
flatbeds,region,True,Upper Mountain,Canada West,2.25
flatbeds,region,True,Lower Mountain,Dest - New England,2.0
flatbeds,region,True,Lower Mountain,Upper Atlantic,2.0
flatbeds,region,True,Lower Mountain,Lower Atlantic,1.78
flatbeds,region,True,Lower Mountain,Carolinas,1.92
flatbeds,region,True,Lower Mountain,Florida-So Georgia,1.91
flatbeds,region,True,Lower Mountain,Southeast,1.81
flatbeds,region,True,Lower Mountain,Ohio River,1.89
flatbeds,region,True,Lower Mountain,Great Lakes,1.74
flatbeds,region,True,Lower Mountain,Upper Midwest,2.22
flatbeds,region,True,Lower Mountain,Lower Midwest,1.91
flatbeds,region,True,Lower Mountain,South Central,1.85
flatbeds,region,True,Lower Mountain,Upper Mountain,2.6
flatbeds,region,True,Lower Mountain,Lower Mountain,2.61
flatbeds,region,True,Lower Mountain,California,2.18
