equipment,geography,fuel_included,origin,destination,rate
vans,state,False,MO,IL,2.04
vans,state,False,MO,IN,2.06
vans,state,False,MO,KS,3.16
vans,state,False,MO,KY,2.33
vans,state,False,MO,LA,2.37
vans,state,False,MO,MA,2.36
vans,state,False,MO,MB,2.3
vans,state,False,MO,MD,2.33
vans,state,False,MO,MI,1.9
vans,state,False,MO,MN,2.06
vans,state,False,MO,MO,3.14
vans,state,False,MO,MS,2.26
vans,state,False,MO,MT,2.54
vans,state,False,MO,NC,2.28
vans,state,False,MO,ND,2.13
vans,state,False,MO,NE,3.05
vans,state,False,MO,NH,1.96
vans,state,False,MO,NJ,2.4
vans,state,False,MO,NM,2.6
vans,state,False,MO,NV,1.61
vans,state,False,MO,NY,2.46
vans,state,False,MO,OH,2.05
vans,state,False,MO,OK,2.83
vans,state,False,MO,ON,1.58
vans,state,False,MO,OR,1.92
vans,state,False,MO,PA,2.32
vans,state,False,MO,PQ,1.4
vans,state,False,MO,SC,2.18
vans,state,False,MO,SD,2.74
vans,state,False,MO,SK,1.97
vans,state,False,MO,TN,2.28
vans,state,False,MO,TX,2.02
vans,state,False,MO,UT,2.02
vans,state,False,MO,VA,2.58
vans,state,False,MO,WA,1.89
vans,state,False,MO,WI,1.87
vans,state,False,MO,WV,2.44
vans,state,False,MO,WY,3.19
vans,state,False,MS,Dest - AB,1.76
vans,state,False,MS,AL,3.23
vans,state,False,MS,AR,2.61
vans,state,False,MS,AZ,1.44
vans,state,False,MS,CA,1.28
vans,state,False,MS,CO,2.29
vans,state,False,MS,CT,2.38
vans,state,False,MS,FL,2.9
vans,state,False,MS,GA,2.6
vans,state,False,MS,IA,1.95
vans,state,False,MS,ID,1.86
vans,state,False,MS,IL,1.76
vans,state,False,MS,IN,1.92
vans,state,False,MS,KS,2.13
vans,state,False,MS,KY,2.31
vans,state,False,MS,LA,3.27
vans,state,False,MS,MA,2.19
vans,state,False,MS,MD,2.46
vans,state,False,MS,ME,2.46
vans,state,False,MS,MI,1.83
vans,state,False,MS,MN,1.86
vans,state,False,MS,MO,2.17
vans,state,False,MS,MS,3.17
vans,state,False,MS,MT,2.08
vans,state,False,MS,NC,2.21
vans,state,False,MS,ND,2.3
vans,state,False,MS,NE,1.84
vans,state,False,MS,NJ,2.21
vans,state,False,MS,NM,1.71
vans,state,False,MS,NV,1.6
vans,state,False,MS,NY,2.32
vans,state,False,MS,OH,1.93
vans,state,False,MS,OK,2.48
vans,state,False,MS,ON,1.45
vans,state,False,MS,OR,1.48
vans,state,False,MS,PA,2.23
vans,state,False,MS,PQ,1.4
vans,state,False,MS,RI,2.38
vans,state,False,MS,SC,2.31
vans,state,False,MS,SD,2.21
vans,state,False,MS,TN,2.56
vans,state,False,MS,TX,1.79
vans,state,False,MS,UT,1.71
vans,state,False,MS,VA,2.38
vans,state,False,MS,WA,1.73
vans,state,False,MS,WI,1.74
vans,state,False,MS,WV,2.39
vans,state,False,MT,AZ,1.71
vans,state,False,MT,CA,1.46
vans,state,False,MT,CO,2.24
vans,state,False,MT,FL,1.99
vans,state,False,MT,GA,1.79
vans,state,False,MT,ID,2.76
vans,state,False,MT,IL,1.58
vans,state,False,MT,IN,1.57
vans,state,False,MT,KS,1.71
vans,state,False,MT,KY,1.46
vans,state,False,MT,MI,1.76
vans,state,False,MT,MN,1.73
vans,state,False,MT,MO,1.8
vans,state,False,MT,MT,4.29
vans,state,False,MT,NC,1.74
vans,state,False,MT,NE,1.77
vans,state,False,MT,NJ,1.84
vans,state,False,MT,NV,1.66
vans,state,False,MT,NY,1.82
vans,state,False,MT,OH,1.67
vans,state,False,MT,ON,1.36
vans,state,False,MT,OR,2.04
vans,state,False,MT,PA,1.83
vans,state,False,MT,SC,1.2
vans,state,False,MT,TX,1.7
vans,state,False,MT,UT,1.9
vans,state,False,MT,WA,2.12
vans,state,False,MT,WI,1.53
vans,state,False,MT,WY,2.64
vans,state,False,NC,Dest - AB,1.67
vans,state,False,NC,AL,2.0
vans,state,False,NC,AR,1.56
vans,state,False,NC,AZ,1.29
vans,state,False,NC,BC,1.52
vans,state,False,NC,CA,1.05
vans,state,False,NC,CO,2.04
vans,state,False,NC,CT,2.76
vans,state,False,NC,DE,2.81
vans,state,False,NC,FL,2.6
vans,state,False,NC,GA,2.27
vans,state,False,NC,IA,1.67
vans,state,False,NC,ID,1.5
vans,state,False,NC,IL,1.49
vans,state,False,NC,IN,1.67
vans,state,False,NC,KS,1.77
vans,state,False,NC,KY,1.85
vans,state,False,NC,LA,1.64
vans,state,False,NC,MA,2.76
vans,state,False,NC,MD,2.8
vans,state,False,NC,ME,2.62
vans,state,False,NC,MI,1.64
vans,state,False,NC,MN,1.53
vans,state,False,NC,MO,1.61
vans,state,False,NC,MS,1.61
vans,state,False,NC,MT,2.07
vans,state,False,NC,NC,3.09
vans,state,False,NC,ND,1.59
vans,state,False,NC,NE,1.56
vans,state,False,NC,NH,2.68
vans,state,False,NC,NJ,2.44
vans,state,False,NC,NM,1.31
vans,state,False,NC,NV,1.29
vans,state,False,NC,NY,2.56
vans,state,False,NC,OH,1.83
vans,state,False,NC,OK,1.59
vans,state,False,NC,ON,1.57
vans,state,False,NC,OR,1.49
vans,state,False,NC,PA,2.44
vans,state,False,NC,PQ,1.6
vans,state,False,NC,RI,2.85
vans,state,False,NC,SC,2.76
vans,state,False,NC,SD,1.67
vans,state,False,NC,TN,2.1
vans,state,False,NC,TX,1.31
vans,state,False,NC,UT,1.5
vans,state,False,NC,VA,3.18
vans,state,False,NC,VT,2.45
vans,state,False,NC,WA,1.47
vans,state,False,NC,WI,1.47
vans,state,False,NC,WV,2.84
vans,state,False,NC,WY,1.87
vans,state,False,ND,AL,2.39
vans,state,False,ND,AR,2.31
vans,state,False,ND,AZ,1.91
vans,state,False,ND,CA,1.95
vans,state,False,ND,CO,2.87
vans,state,False,ND,FL,2.35
vans,state,False,ND,GA,2.17
vans,state,False,ND,IA,2.81
vans,state,False,ND,ID,3.06
vans,state,False,ND,IL,2.25
vans,state,False,ND,IN,2.57
vans,state,False,ND,KS,2.68
vans,state,False,ND,KY,2.07
vans,state,False,ND,MD,2.87
vans,state,False,ND,MI,2.35
vans,state,False,ND,MN,3.39
vans,state,False,ND,MO,2.63
vans,state,False,ND,NC,2.31
vans,state,False,ND,ND,4.82
vans,state,False,ND,NE,3.38
vans,state,False,ND,NV,2.49
vans,state,False,ND,NY,2.6
vans,state,False,ND,OH,2.56
vans,state,False,ND,OK,1.95
vans,state,False,ND,PA,2.59
vans,state,False,ND,SC,2.19
vans,state,False,ND,SD,5.64
vans,state,False,ND,TN,2.38
vans,state,False,ND,TX,2.21
vans,state,False,ND,UT,2.6
vans,state,False,ND,VA,2.55
vans,state,False,ND,WA,2.52
vans,state,False,ND,WI,2.25
vans,state,False,NE,AL,2.42
vans,state,False,NE,AR,2.03
vans,state,False,NE,AZ,1.69
vans,state,False,NE,CA,1.64
vans,state,False,NE,CO,3.77
vans,state,False,NE,CT,2.4
vans,state,False,NE,FL,2.36
vans,state,False,NE,GA,2.29
vans,state,False,NE,IA,2.37
vans,state,False,NE,ID,2.29
vans,state,False,NE,IL,1.93
vans,state,False,NE,IN,2.11
vans,state,False,NE,KS,3.11
vans,state,False,NE,KY,1.95
vans,state,False,NE,LA,2.48
vans,state,False,NE,MA,2.5
vans,state,False,NE,MD,2.53
vans,state,False,NE,MI,2.03
vans,state,False,NE,MN,2.25
vans,state,False,NE,MO,2.68
vans,state,False,NE,MS,2.02
vans,state,False,NE,MT,2.46
vans,state,False,NE,NC,1.97
vans,state,False,NE,ND,2.84
vans,state,False,NE,NE,3.65
vans,state,False,NE,NH,2.33
vans,state,False,NE,NJ,2.4
vans,state,False,NE,NM,2.7
vans,state,False,NE,NV,2.04
vans,state,False,NE,NY,2.49
vans,state,False,NE,OH,2.13
vans,state,False,NE,OK,2.37
vans,state,False,NE,ON,1.17
vans,state,False,NE,OR,2.28
vans,state,False,NE,PA,2.21
vans,state,False,NE,SC,2.02
vans,state,False,NE,SD,3.04
vans,state,False,NE,TN,2.05
vans,state,False,NE,TX,2.11
vans,state,False,NE,UT,2.74
vans,state,False,NE,VA,2.29
vans,state,False,NE,WA,2.64
vans,state,False,NE,WI,1.83
vans,state,False,NE,WV,2.18
vans,state,False,NH,AL,1.64
vans,state,False,NH,AZ,1.16
vans,state,False,NH,CA,0.99
vans,state,False,NH,CO,1.98
vans,state,False,NH,CT,4.22
vans,state,False,NH,DE,2.06
vans,state,False,NH,FL,2.01
vans,state,False,NH,GA,2.05
vans,state,False,NH,IL,1.07
vans,state,False,NH,IN,1.52
vans,state,False,NH,KY,1.21
vans,state,False,NH,MD,2.26
vans,state,False,NH,ME,3.87
vans,state,False,NH,MI,1.18
vans,state,False,NH,MN,1.41
vans,state,False,NH,MO,1.33
vans,state,False,NH,NC,1.47
vans,state,False,NH,NJ,2.49
vans,state,False,NH,NY,2.99
vans,state,False,NH,OH,1.35
vans,state,False,NH,OK,1.54
vans,state,False,NH,ON,1.36
vans,state,False,NH,PA,2.14
vans,state,False,NH,PQ,2.39
vans,state,False,NH,SC,1.78
vans,state,False,NH,TN,1.19
vans,state,False,NH,TX,1.32
vans,state,False,NH,VA,1.91
vans,state,False,NH,WI,1.25
vans,state,False,NJ,Dest - AB,1.8
vans,state,False,NJ,AL,1.79
vans,state,False,NJ,AR,1.51
vans,state,False,NJ,AZ,1.13
vans,state,False,NJ,BC,1.46
vans,state,False,NJ,CA,0.95
vans,state,False,NJ,CO,1.81
vans,state,False,NJ,CT,5.03
vans,state,False,NJ,DE,6.04
vans,state,False,NJ,FL,2.25
vans,state,False,NJ,GA,1.85
vans,state,False,NJ,IA,1.55
vans,state,False,NJ,ID,1.36
vans,state,False,NJ,IL,1.29
vans,state,False,NJ,IN,1.43
vans,state,False,NJ,KS,1.74
vans,state,False,NJ,KY,1.6
vans,state,False,NJ,LA,1.54
vans,state,False,NJ,MA,4.29
vans,state,False,NJ,MB,1.54
vans,state,False,NJ,MD,4.08
vans,state,False,NJ,ME,3.27
vans,state,False,NJ,MI,1.49
vans,state,False,NJ,MN,1.43
vans,state,False,NJ,MO,1.56
vans,state,False,NJ,MS,1.44
vans,state,False,NJ,MT,1.89
vans,state,False,NJ,NC,2.07
vans,state,False,NJ,ND,1.55
vans,state,False,NJ,NE,1.63
vans,state,False,NJ,NH,3.91
vans,state,False,NJ,NM,1.36
vans,state,False,NJ,NV,1.22
vans,state,False,NJ,NY,3.38
vans,state,False,NJ,OH,1.67
vans,state,False,NJ,OK,1.5
vans,state,False,NJ,ON,1.53
vans,state,False,NJ,OR,1.3
vans,state,False,NJ,PA,3.21
vans,state,False,NJ,PQ,1.54
vans,state,False,NJ,RI,4.77
vans,state,False,NJ,SC,2.02
vans,state,False,NJ,SD,1.52
vans,state,False,NJ,TN,1.59
vans,state,False,NJ,TX,1.27
vans,state,False,NJ,UT,1.38
vans,state,False,NJ,VA,3.26
vans,state,False,NJ,VT,3.69
vans,state,False,NJ,WA,1.49
vans,state,False,NJ,WI,1.34
vans,state,False,NJ,WV,2.42
vans,state,False,NJ,WY,1.69
vans,state,False,NM,Dest - AB,1.73
vans,state,False,NM,AL,1.79
vans,state,False,NM,AR,1.65
vans,state,False,NM,AZ,1.56
vans,state,False,NM,CA,1.1
vans,state,False,NM,CO,2.84
vans,state,False,NM,FL,2.07
vans,state,False,NM,GA,1.74
vans,state,False,NM,IA,1.95
vans,state,False,NM,IL,1.77
vans,state,False,NM,IN,2.0
vans,state,False,NM,KS,1.89
vans,state,False,NM,KY,1.55
vans,state,False,NM,LA,1.52
vans,state,False,NM,MD,1.94
vans,state,False,NM,MI,1.5
vans,state,False,NM,MO,1.98
vans,state,False,NM,MS,1.69
vans,state,False,NM,NE,1.89
vans,state,False,NM,NJ,1.74
vans,state,False,NM,NM,2.83
vans,state,False,NM,NV,1.85
vans,state,False,NM,OH,1.71
vans,state,False,NM,OK,1.61
vans,state,False,NM,PA,1.74
vans,state,False,NM,SC,2.06
vans,state,False,NM,TN,2.12
vans,state,False,NM,TX,1.71
vans,state,False,NM,UT,2.72
vans,state,False,NM,WA,1.79
vans,state,False,NM,WI,1.44
vans,state,False,NS,OH,1.4
vans,state,False,NV,Dest - AB,2.21
vans,state,False,NV,AL,2.02
vans,state,False,NV,AR,1.84
vans,state,False,NV,AZ,2.11
vans,state,False,NV,BC,2.98
vans,state,False,NV,CA,1.82
vans,state,False,NV,CO,3.17
vans,state,False,NV,CT,1.93
vans,state,False,NV,FL,1.99
vans,state,False,NV,GA,1.85
vans,state,False,NV,IA,1.68
vans,state,False,NV,ID,2.89
vans,state,False,NV,IL,1.69
vans,state,False,NV,IN,2.12
vans,state,False,NV,KS,2.15
vans,state,False,NV,KY,1.81
vans,state,False,NV,LA,1.96
vans,state,False,NV,MA,1.94
vans,state,False,NV,MD,1.89
vans,state,False,NV,MI,1.64
vans,state,False,NV,MN,1.74
vans,state,False,NV,MO,1.94
vans,state,False,NV,MS,2.12
vans,state,False,NV,MT,3.2
vans,state,False,NV,NC,1.8
vans,state,False,NV,NE,2.05
vans,state,False,NV,NJ,2.07
vans,state,False,NV,NM,2.73
vans,state,False,NV,NV,2.12
vans,state,False,NV,NY,1.99
vans,state,False,NV,OH,1.79
vans,state,False,NV,OK,1.99
vans,state,False,NV,ON,1.68
vans,state,False,NV,OR,2.98
vans,state,False,NV,PA,1.87
vans,state,False,NV,SC,1.9
vans,state,False,NV,TN,1.95
vans,state,False,NV,TX,1.92
vans,state,False,NV,UT,2.87
vans,state,False,NV,VA,1.92
vans,state,False,NV,WA,2.74
vans,state,False,NV,WI,1.65
vans,state,False,NV,WY,2.92
vans,state,False,NY,Dest - AB,1.4
vans,state,False,NY,AL,2.0
vans,state,False,NY,AR,1.71
vans,state,False,NY,AZ,1.48
vans,state,False,NY,CA,1.07
vans,state,False,NY,CO,2.06
vans,state,False,NY,CT,4.02
vans,state,False,NY,DE,3.41
vans,state,False,NY,FL,2.25
vans,state,False,NY,GA,2.06
vans,state,False,NY,IA,1.82
vans,state,False,NY,ID,1.49
vans,state,False,NY,IL,1.57
vans,state,False,NY,IN,1.66
vans,state,False,NY,KS,1.81
vans,state,False,NY,KY,1.81
vans,state,False,NY,LA,1.71
vans,state,False,NY,MA,3.98
vans,state,False,NY,MD,3.75
vans,state,False,NY,ME,3.51
vans,state,False,NY,MI,1.79
vans,state,False,NY,MN,1.73
vans,state,False,NY,MO,1.68
vans,state,False,NY,MS,1.64
vans,state,False,NY,NC,2.34
vans,state,False,NY,NE,1.78
vans,state,False,NY,NH,4.24
vans,state,False,NY,NJ,3.58
vans,state,False,NY,NS,2.28
vans,state,False,NY,NV,1.31
vans,state,False,NY,NY,4.07
vans,state,False,NY,OH,1.83
vans,state,False,NY,OK,1.69
vans,state,False,NY,ON,2.26
vans,state,False,NY,OR,1.63
vans,state,False,NY,PA,3.56
vans,state,False,NY,PQ,2.62
vans,state,False,NY,RI,3.97
vans,state,False,NY,SC,2.04
vans,state,False,NY,SD,1.84
vans,state,False,NY,TN,1.92
vans,state,False,NY,TX,1.4
vans,state,False,NY,UT,1.57
vans,state,False,NY,VA,2.91
vans,state,False,NY,VT,4.23
vans,state,False,NY,WA,1.53
vans,state,False,NY,WI,1.58
vans,state,False,NY,WV,2.79
vans,state,False,OH,Dest - AB,1.6
vans,state,False,OH,AL,2.56
vans,state,False,OH,AR,2.16
vans,state,False,OH,AZ,1.38
vans,state,False,OH,BC,1.4
vans,state,False,OH,CA,1.16
vans,state,False,OH,CO,2.45
vans,state,False,OH,CT,3.16
vans,state,False,OH,DE,3.49
vans,state,False,OH,FL,2.76
vans,state,False,OH,GA,2.62
vans,state,False,OH,IA,2.01
vans,state,False,OH,ID,1.6
vans,state,False,OH,IL,2.1
vans,state,False,OH,IN,2.74
vans,state,False,OH,KS,2.17
vans,state,False,OH,KY,2.82
vans,state,False,OH,LA,2.01
vans,state,False,OH,MA,3.09
vans,state,False,OH,MB,1.73
vans,state,False,OH,MD,3.74
vans,state,False,OH,ME,3.07
vans,state,False,OH,MI,2.88
vans,state,False,OH,MN,1.87
vans,state,False,OH,MO,2.03
vans,state,False,OH,MS,2.37
vans,state,False,OH,MT,2.11
vans,state,False,OH,NC,3.0
vans,state,False,OH,ND,2.11
vans,state,False,OH,NE,2.04
vans,state,False,OH,NH,3.1
vans,state,False,OH,NJ,3.05
vans,state,False,OH,NM,1.71
vans,state,False,OH,NV,1.5
vans,state,False,OH,NY,3.42
vans,state,False,OH,OH,3.35
vans,state,False,OH,OK,1.97
vans,state,False,OH,ON,2.05
vans,state,False,OH,OR,1.53
vans,state,False,OH,PA,3.59
vans,state,False,OH,PQ,1.67
vans,state,False,OH,RI,3.37
vans,state,False,OH,SC,2.76
vans,state,False,OH,SD,2.11
vans,state,False,OH,TN,2.5
vans,state,False,OH,TX,1.58
vans,state,False,OH,UT,1.76
vans,state,False,OH,VA,3.46
vans,state,False,OH,VT,3.29
vans,state,False,OH,WA,1.62
vans,state,False,OH,WI,1.84
vans,state,False,OH,WV,4.51
vans,state,False,OH,WY,2.17
vans,state,False,OK,AL,1.94
vans,state,False,OK,AR,2.83
vans,state,False,OK,AZ,1.56
vans,state,False,OK,CA,1.33
vans,state,False,OK,CO,2.93
vans,state,False,OK,CT,2.18
vans,state,False,OK,DE,1.72
vans,state,False,OK,FL,2.32
vans,state,False,OK,GA,2.08
vans,state,False,OK,IA,1.79
vans,state,False,OK,ID,1.82
vans,state,False,OK,IL,1.71
vans,state,False,OK,IN,1.76
vans,state,False,OK,KS,2.94
vans,state,False,OK,KY,2.02
vans,state,False,OK,LA,2.23
vans,state,False,OK,MA,2.04
vans,state,False,OK,MD,2.09
vans,state,False,OK,ME,2.03
vans,state,False,OK,MI,1.6
vans,state,False,OK,MN,1.79
vans,state,False,OK,MO,2.19
vans,state,False,OK,MS,1.91
vans,state,False,OK,NC,1.84
vans,state,False,OK,ND,1.72
vans,state,False,OK,NE,2.32
vans,state,False,OK,NJ,2.02
vans,state,False,OK,NM,2.38
vans,state,False,OK,NV,1.53
vans,state,False,OK,NY,2.03
vans,state,False,OK,OH,1.86
vans,state,False,OK,OK,3.37
vans,state,False,OK,ON,1.38
vans,state,False,OK,OR,1.81
vans,state,False,OK,PA,1.91
vans,state,False,OK,RI,1.97
vans,state,False,OK,SC,1.87
vans,state,False,OK,SD,2.29
vans,state,False,OK,TN,1.85
vans,state,False,OK,TX,2.08
vans,state,False,OK,UT,1.85
vans,state,False,OK,VA,1.95
vans,state,False,OK,WA,1.98
vans,state,False,OK,WI,1.67
vans,state,False,OK,WY,3.01
vans,state,False,ON,Dest - AB,1.95
vans,state,False,ON,AL,1.69
vans,state,False,ON,AR,1.67
vans,state,False,ON,AZ,1.14
vans,state,False,ON,BC,1.63
vans,state,False,ON,CA,1.12
vans,state,False,ON,CO,1.57
vans,state,False,ON,CT,2.75
vans,state,False,ON,DE,2.63
vans,state,False,ON,FL,2.12
vans,state,False,ON,GA,1.78
vans,state,False,ON,IA,1.83
vans,state,False,ON,IL,1.94
vans,state,False,ON,IN,2.03
vans,state,False,ON,KS,1.65
vans,state,False,ON,KY,2.04
vans,state,False,ON,LA,1.51
vans,state,False,ON,MA,2.5
vans,state,False,ON,MB,2.1
vans,state,False,ON,MD,2.63
vans,state,False,ON,ME,2.53
vans,state,False,ON,MI,2.53
vans,state,False,ON,MN,1.79
vans,state,False,ON,MO,1.71
vans,state,False,ON,MS,1.63
vans,state,False,ON,NB,2.06
vans,state,False,ON,NC,2.08
vans,state,False,ON,NE,1.89
vans,state,False,ON,NF,2.97
vans,state,False,ON,NH,2.82
vans,state,False,ON,NJ,2.42
vans,state,False,ON,NS,1.76
vans,state,False,ON,NV,1.52
vans,state,False,ON,NY,3.17
vans,state,False,ON,OH,2.22
vans,state,False,ON,OK,1.48
vans,state,False,ON,ON,2.41
vans,state,False,ON,OR,1.56
vans,state,False,ON,PA,2.8
vans,state,False,ON,PQ,1.65
vans,state,False,ON,RI,2.48
vans,state,False,ON,SC,1.97
vans,state,False,ON,SD,2.1
vans,state,False,ON,TN,1.75
vans,state,False,ON,TX,1.25
vans,state,False,ON,UT,1.59
vans,state,False,ON,VA,2.3
vans,state,False,ON,WA,1.68
vans,state,False,ON,WI,1.85
vans,state,False,ON,WV,3.36
vans,state,False,OR,Dest - AB,2.18
vans,state,False,OR,AL,1.71
vans,state,False,OR,AR,1.67
vans,state,False,OR,AZ,1.47
vans,state,False,OR,BC,2.64
vans,state,False,OR,CA,1.24
vans,state,False,OR,CO,2.27
vans,state,False,OR,CT,1.67
vans,state,False,OR,FL,1.78
vans,state,False,OR,GA,1.73
vans,state,False,OR,IA,1.78
vans,state,False,OR,ID,2.31
vans,state,False,OR,IL,1.3
vans,state,False,OR,IN,1.32
vans,state,False,OR,KS,1.74
vans,state,False,OR,KY,1.33
vans,state,False,OR,MA,1.85
vans,state,False,OR,MD,2.07
vans,state,False,OR,MI,1.3
vans,state,False,OR,MN,1.75
vans,state,False,OR,MO,1.62
vans,state,False,OR,MT,2.9
vans,state,False,OR,NC,1.4
vans,state,False,OR,NE,1.91
vans,state,False,OR,NJ,1.53
vans,state,False,OR,NM,2.18
vans,state,False,OR,NV,1.43
vans,state,False,OR,NY,1.58
vans,state,False,OR,OH,1.32
vans,state,False,OR,OK,1.47
vans,state,False,OR,ON,1.45
vans,state,False,OR,OR,3.93
vans,state,False,OR,PA,1.49
vans,state,False,OR,RI,1.74
vans,state,False,OR,SC,1.54
vans,state,False,OR,SD,1.78
vans,state,False,OR,TN,1.64
vans,state,False,OR,TX,1.65
vans,state,False,OR,UT,1.84
vans,state,False,OR,VA,1.67
vans,state,False,OR,WA,3.24
vans,state,False,OR,WI,1.75
vans,state,False,PA,Dest - AB,1.57
vans,state,False,PA,AL,1.83
vans,state,False,PA,AR,1.61
vans,state,False,PA,AZ,1.24
vans,state,False,PA,BC,1.52
vans,state,False,PA,CA,1.01
vans,state,False,PA,CO,2.0
vans,state,False,PA,CT,4.55
vans,state,False,PA,DE,4.4
vans,state,False,PA,FL,2.33
vans,state,False,PA,GA,2.03
vans,state,False,PA,IA,1.72
vans,state,False,PA,ID,1.49
vans,state,False,PA,IL,1.45
vans,state,False,PA,IN,1.63
vans,state,False,PA,KS,1.71
vans,state,False,PA,KY,1.76
vans,state,False,PA,LA,1.69
vans,state,False,PA,MA,3.93
vans,state,False,PA,MB,1.66
vans,state,False,PA,MD,4.67
vans,state,False,PA,ME,3.43
vans,state,False,PA,MI,1.81
vans,state,False,PA,MN,1.55
vans,state,False,PA,MO,1.53
vans,state,False,PA,MS,1.59
vans,state,False,PA,MT,1.91
vans,state,False,PA,NC,2.26
vans,state,False,PA,ND,1.72
vans,state,False,PA,NE,1.67
vans,state,False,PA,NH,3.72
vans,state,False,PA,NJ,4.04
vans,state,False,PA,NM,1.48
vans,state,False,PA,NV,1.3
vans,state,False,PA,NY,4.14
vans,state,False,PA,OH,2.01
vans,state,False,PA,OK,1.61
vans,state,False,PA,ON,1.93
vans,state,False,PA,OR,1.45
vans,state,False,PA,PA,4.03
vans,state,False,PA,PQ,1.64
vans,state,False,PA,RI,4.15
vans,state,False,PA,SC,2.09
vans,state,False,PA,SD,1.65
vans,state,False,PA,TN,1.74
vans,state,False,PA,TX,1.32
vans,state,False,PA,UT,1.52
vans,state,False,PA,VA,3.48
vans,state,False,PA,VT,3.98
vans,state,False,PA,WA,1.47
vans,state,False,PA,WI,1.48
vans,state,False,PA,WV,3.58
vans,state,False,PA,WY,1.97
vans,state,False,PQ,Dest - AB,1.52
vans,state,False,PQ,AL,1.71
vans,state,False,PQ,AR,1.72
vans,state,False,PQ,AZ,1.19
vans,state,False,PQ,BC,1.56
vans,state,False,PQ,CA,1.17
vans,state,False,PQ,CT,3.67
vans,state,False,PQ,FL,2.39
vans,state,False,PQ,GA,1.81
vans,state,False,PQ,IA,1.42
vans,state,False,PQ,IL,1.64
vans,state,False,PQ,IN,1.75
vans,state,False,PQ,KS,1.91
vans,state,False,PQ,KY,1.71
vans,state,False,PQ,MA,3.6
vans,state,False,PQ,MD,3.51
vans,state,False,PQ,ME,5.67
vans,state,False,PQ,MI,1.71
vans,state,False,PQ,MN,1.75
vans,state,False,PQ,MO,1.56
vans,state,False,PQ,NB,2.41
vans,state,False,PQ,NC,2.25
vans,state,False,PQ,NH,5.61
vans,state,False,PQ,NJ,3.76
vans,state,False,PQ,NM,1.51
vans,state,False,PQ,NS,1.8
vans,state,False,PQ,NV,1.61
vans,state,False,PQ,NY,3.75
vans,state,False,PQ,OH,1.86
vans,state,False,PQ,OK,1.49
vans,state,False,PQ,ON,1.51
vans,state,False,PQ,PA,2.88
vans,state,False,PQ,PQ,2.99
vans,state,False,PQ,RI,3.86
vans,state,False,PQ,SC,1.92
vans,state,False,PQ,TN,1.76
vans,state,False,PQ,TX,1.28
vans,state,False,PQ,UT,1.61
vans,state,False,PQ,VA,2.68
vans,state,False,PQ,WI,1.77
vans,state,False,PQ,WV,2.97
vans,state,False,RI,AZ,1.14
vans,state,False,RI,CA,1.08
vans,state,False,RI,DE,2.36
vans,state,False,RI,GA,1.54
vans,state,False,RI,IA,2.41
vans,state,False,RI,IL,1.2
vans,state,False,RI,IN,1.4
vans,state,False,RI,KY,1.53
vans,state,False,RI,MD,1.84
vans,state,False,RI,MI,1.35
vans,state,False,RI,MO,1.4
vans,state,False,RI,MS,1.61
vans,state,False,RI,NC,1.38
vans,state,False,RI,NJ,2.82
vans,state,False,RI,NY,2.94
vans,state,False,RI,OH,1.24
vans,state,False,RI,ON,2.01
vans,state,False,RI,PA,1.9
vans,state,False,RI,SC,1.27
vans,state,False,RI,TN,1.39
vans,state,False,RI,TX,1.37
vans,state,False,RI,VA,1.7
vans,state,False,RI,WI,1.16
vans,state,False,SC,Dest - AB,1.61
vans,state,False,SC,AL,2.07
vans,state,False,SC,AR,1.73
vans,state,False,SC,AZ,1.25
vans,state,False,SC,CA,1.0
vans,state,False,SC,CO,1.97
vans,state,False,SC,CT,2.56
vans,state,False,SC,DE,2.9
vans,state,False,SC,FL,2.86
vans,state,False,SC,GA,2.8
vans,state,False,SC,IA,1.57
vans,state,False,SC,ID,1.44
vans,state,False,SC,IL,1.45
vans,state,False,SC,IN,1.7
vans,state,False,SC,KS,1.55
vans,state,False,SC,KY,1.98
vans,state,False,SC,LA,1.66
vans,state,False,SC,MA,2.53
vans,state,False,SC,MD,2.36
vans,state,False,SC,ME,2.41
vans,state,False,SC,MI,1.67
vans,state,False,SC,MN,1.49
vans,state,False,SC,MO,1.6
vans,state,False,SC,MS,1.74
vans,state,False,SC,MT,1.83
vans,state,False,SC,NC,3.39
vans,state,False,SC,ND,1.64
vans,state,False,SC,NE,1.55
vans,state,False,SC,NH,2.5
vans,state,False,SC,NJ,2.31
vans,state,False,SC,NM,1.34
vans,state,False,SC,NV,1.26
vans,state,False,SC,NY,2.39
vans,state,False,SC,OH,1.81
vans,state,False,SC,OK,1.7
vans,state,False,SC,ON,1.3
vans,state,False,SC,OR,1.4
vans,state,False,SC,PA,2.29
vans,state,False,SC,PQ,1.19
vans,state,False,SC,RI,2.44
vans,state,False,SC,SC,3.27
vans,state,False,SC,SD,1.54
vans,state,False,SC,TN,2.18
vans,state,False,SC,TX,1.35
vans,state,False,SC,UT,1.5
vans,state,False,SC,VA,2.77
vans,state,False,SC,VT,2.36
vans,state,False,SC,WA,1.43
vans,state,False,SC,WI,1.49
vans,state,False,SC,WV,2.71
vans,state,False,SC,WY,1.92
vans,state,False,SD,AL,1.76
vans,state,False,SD,AR,2.43
vans,state,False,SD,AZ,1.75
vans,state,False,SD,CA,1.62
vans,state,False,SD,CO,2.72
vans,state,False,SD,FL,2.26
