pulled_at,endpoint_type,origin_zip3,destination_zip3,trailer_type,carrier_type,include_fuel,include_quartiles,average,minimum,maximum,quartile1,quartile2,quartile3,orders,contributors,days_window
2026-01-01T17:25:53+00:00,sell,900,941,Reefer,Asset,True,True,3.89,2.9,4.76,3.89,4.04,4.04,10,5,14
2026-01-01T17:25:54+00:00,buy,941,606,Van,Broker,True,True,2.08,1.22,2.99,1.54,2.17,2.46,5,5,7
2026-01-01T17:25:55+00:00,sell,941,606,Van,Asset,True,True,3.53,1.69,5.48,1.91,2.03,5.43,13,5,364
2026-01-01T17:25:56+00:00,buy,941,606,Flatbed,Broker,True,True,1.83,1.42,2.04,1.78,1.83,1.97,9,6,364
2026-01-01T17:25:57+00:00,sell,941,606,Flatbed,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:25:58+00:00,buy,941,606,Reefer,Broker,True,True,2.1,1.81,2.5,1.99,2.04,2.2,42,7,63
2026-01-01T17:25:59+00:00,sell,941,606,Reefer,Asset,True,True,2.57,1.96,2.68,2.54,2.57,2.63,190,6,364
2026-01-01T17:26:00+00:00,buy,606,941,Van,Broker,True,True,1.74,1.35,2.6,1.4,1.48,1.98,7,5,7
2026-01-01T17:26:02+00:00,sell,606,941,Van,Asset,True,True,2.01,1.34,2.45,2.02,2.12,2.12,35,5,364
2026-01-01T17:26:03+00:00,buy,606,941,Flatbed,Broker,True,True,2.1,1.03,4.26,1.71,1.98,2.25,14,8,182
2026-01-01T17:26:04+00:00,sell,606,941,Flatbed,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:26:05+00:00,buy,606,941,Reefer,Broker,True,True,1.58,1.41,1.97,1.46,1.55,1.63,39,5,63
2026-01-01T17:26:06+00:00,sell,606,941,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:26:07+00:00,buy,482,606,Van,Broker,True,True,2.55,1.68,3.55,2.11,2.55,2.9,29,17,7
2026-01-01T17:26:08+00:00,sell,482,606,Van,Asset,True,True,2.15,1.73,2.79,2.11,2.23,2.25,55,5,14
2026-01-01T17:26:09+00:00,buy,482,606,Flatbed,Broker,True,True,3.3,2.19,4.75,3.14,3.41,3.5,17,7,14
2026-01-01T17:26:10+00:00,sell,482,606,Flatbed,Asset,True,True,4.84,2.7,6.36,3.99,5.09,6.02,18,5,28
2026-01-01T17:26:12+00:00,buy,482,606,Reefer,Broker,True,True,3.28,1.88,5.93,2.5,3.38,3.38,9,5,28
2026-01-01T17:26:13+00:00,sell,482,606,Reefer,Asset,True,True,2.53,1.94,3.43,2.06,2.45,2.85,12,6,63
2026-01-01T17:26:14+00:00,buy,606,482,Van,Broker,True,True,3.8,2.1,6.38,3.13,3.6,4.4,93,24,7
2026-01-01T17:26:15+00:00,sell,606,482,Van,Asset,True,True,3.75,2.64,5.58,3.02,3.21,4.54,10,5,7
2026-01-01T17:26:16+00:00,buy,606,482,Flatbed,Broker,True,True,3.08,2.32,5.18,2.53,2.56,3.13,6,6,14
2026-01-01T17:26:17+00:00,sell,606,482,Flatbed,Asset,True,True,3.62,2.92,4.63,3.13,3.46,4.13,12,6,14
2026-01-01T17:26:19+00:00,buy,606,482,Reefer,Broker,True,True,5.14,2.16,7.01,4.69,5.16,6.12,16,10,7
2026-01-01T17:26:20+00:00,sell,606,482,Reefer,Asset,True,True,5.28,2.45,7.09,5.34,5.84,5.85,30,5,63
2026-01-01T17:26:21+00:00,buy,021,100,Van,Broker,True,True,4.35,2.85,6.19,3.74,4.34,5.2,25,9,7
2026-01-01T17:26:22+00:00,sell,021,100,Van,Asset,True,True,4.36,1.38,6.36,3.85,4.18,5,13,7,182
2026-01-01T17:26:23+00:00,buy,021,100,Flatbed,Broker,True,True,4.93,2.74,7.07,3.88,4.28,6.2,16,5,28
2026-01-01T17:26:25+00:00,sell,021,100,Flatbed,Asset,True,True,5.58,3.4,9.9,5.08,5.56,6.13,239,6,364
2026-01-01T17:26:26+00:00,buy,021,100,Reefer,Broker,True,True,4.57,3.18,5.66,4.13,4.49,5.3,6,5,14
2026-01-01T17:26:27+00:00,sell,021,100,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:26:28+00:00,buy,100,021,Van,Broker,True,True,4.98,3.88,5.92,4.22,5.02,5.88,11,6,7
2026-01-01T17:26:29+00:00,sell,100,021,Van,Asset,True,True,5.52,4.15,6.49,5.18,5.71,5.91,9,5,182
2026-01-01T17:26:30+00:00,buy,100,021,Flatbed,Broker,True,True,5.62,3.93,7.14,5.14,5.49,6.16,19,5,28
2026-01-01T17:26:32+00:00,sell,100,021,Flatbed,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:26:33+00:00,buy,100,021,Reefer,Broker,True,True,5.27,3.43,6.34,5.15,5.43,5.48,12,6,182
2026-01-01T17:26:34+00:00,sell,100,021,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:26:35+00:00,buy,802,750,Van,Broker,True,True,1.22,1.02,1.43,1.06,1.23,1.36,6,6,14
2026-01-01T17:26:36+00:00,sell,802,750,Van,Asset,True,True,1.35,0.99,1.67,1.19,1.35,1.55,5,5,14
2026-01-01T17:26:37+00:00,buy,802,750,Flatbed,Broker,True,True,1.44,1.02,1.79,1.26,1.5,1.65,26,12,28
2026-01-01T17:26:38+00:00,sell,802,750,Flatbed,Asset,True,True,1.53,1.1,3.45,1.42,1.43,1.44,37,8,91
2026-01-01T17:26:39+00:00,buy,802,750,Reefer,Broker,True,True,2.09,1.61,2.68,1.79,2.07,2.45,18,5,14
2026-01-01T17:26:40+00:00,sell,802,750,Reefer,Asset,True,True,2.14,1.53,2.5,2.01,2.3,2.33,28,5,91
2026-01-01T17:26:42+00:00,buy,750,802,Van,Broker,True,True,3,2.32,5.34,2.46,2.94,3.1,14,8,7
2026-01-01T17:26:43+00:00,sell,750,802,Van,Asset,True,True,2.89,1.95,3.52,2.7,2.89,3.17,56,9,7
2026-01-01T17:26:44+00:00,buy,750,802,Flatbed,Broker,True,True,3.14,2.08,3.66,2.95,3.27,3.53,7,7,7
2026-01-01T17:26:45+00:00,sell,750,802,Flatbed,Asset,True,True,3.98,2.12,5.98,3.65,4.14,4.15,10,5,28
2026-01-01T17:26:46+00:00,buy,750,802,Reefer,Broker,True,True,2.26,1.64,5.05,1.64,2.27,2.49,36,6,28
2026-01-01T17:26:47+00:00,sell,750,802,Reefer,Asset,True,True,2.5,1.96,2.9,2.44,2.55,2.63,33,8,14
2026-01-01T17:26:49+00:00,buy,802,606,Van,Broker,True,True,1.14,1,2.2,1,1,1.2,117,5,28
2026-01-01T17:26:50+00:00,sell,802,606,Van,Asset,True,True,1.22,1,1.61,1,1.19,1.37,10,6,63
2026-01-01T17:26:51+00:00,buy,802,606,Flatbed,Broker,True,True,1.75,1.05,3.13,1.49,1.56,1.89,9,5,28
2026-01-01T17:26:52+00:00,sell,802,606,Flatbed,Asset,True,True,1.59,1.22,1.88,1.4,1.51,1.88,7,5,182
2026-01-01T17:26:53+00:00,buy,802,606,Reefer,Broker,True,True,2.09,1.54,3.28,1.94,2.04,2.06,13,5,28
2026-01-01T17:26:54+00:00,sell,802,606,Reefer,Asset,True,True,2.08,1.44,2.79,1.79,2.24,2.26,26,9,182
2026-01-01T17:26:55+00:00,buy,606,802,Van,Broker,True,True,3.21,1.41,4.51,3.02,3.21,3.57,23,11,7
2026-01-01T17:26:56+00:00,sell,606,802,Van,Asset,True,True,2.89,2.3,3.66,2.58,2.82,3.21,16,8,63
2026-01-01T17:26:58+00:00,buy,606,802,Flatbed,Broker,True,True,3.23,2.9,3.72,3.1,3.21,3.28,7,5,14
2026-01-01T17:26:59+00:00,sell,606,802,Flatbed,Asset,True,True,3.54,2.72,3.73,3.43,3.66,3.66,16,5,182
2026-01-01T17:27:00+00:00,buy,606,802,Reefer,Broker,True,True,2.71,2.38,3.58,2.42,2.6,2.79,7,5,7
2026-01-01T17:27:01+00:00,sell,606,802,Reefer,Asset,True,True,3,2.28,3.27,2.63,3.23,3.25,53,5,91
2026-01-01T17:27:02+00:00,buy,554,606,Van,Broker,True,True,2.59,1.65,3.8,2.22,2.56,2.88,39,18,7
2026-01-01T17:27:03+00:00,sell,554,606,Van,Asset,True,True,2.81,1.94,3.3,2.8,2.95,2.95,15,5,14
2026-01-01T17:27:04+00:00,buy,554,606,Flatbed,Broker,True,True,1.74,1.03,2.12,1.6,1.72,1.99,13,6,7
2026-01-01T17:27:06+00:00,sell,554,606,Flatbed,Asset,True,True,1.99,1.41,3.1,1.82,1.91,2.02,33,7,63
2026-01-01T17:27:07+00:00,buy,554,606,Reefer,Broker,True,True,3.94,3.02,4.41,3.82,4.03,4.25,7,6,7
2026-01-01T17:27:08+00:00,sell,554,606,Reefer,Asset,True,True,3.42,2.89,4.79,3.05,3.15,3.57,11,5,14
2026-01-01T17:27:11+00:00,buy,606,554,Van,Broker,True,True,3.24,2.3,3.9,2.77,3.45,3.77,8,6,28
2026-01-01T17:27:12+00:00,sell,606,554,Van,Asset,True,True,2.88,2.03,3.92,2.37,2.82,3.47,23,11,7
2026-01-01T17:27:13+00:00,buy,606,554,Flatbed,Broker,True,True,3.12,2.74,3.68,2.84,3.06,3.3,5,5,28
2026-01-01T17:27:15+00:00,sell,606,554,Flatbed,Asset,True,True,4.49,2.21,5.23,4,5.2,5.2,24,9,63
2026-01-01T17:27:16+00:00,buy,606,554,Reefer,Broker,True,True,2.98,2.25,4.1,2.79,2.97,3.11,24,9,7
2026-01-01T17:27:17+00:00,sell,606,554,Reefer,Asset,True,True,3.39,2.2,4.86,2.42,3.05,4.52,16,7,14
2026-01-01T17:27:18+00:00,buy,462,606,Van,Broker,True,True,3.65,2.34,5.65,3.08,3.53,3.95,15,7,28
2026-01-01T17:27:19+00:00,sell,462,606,Van,Asset,True,True,3.53,1.78,5,2.9,3.3,4.09,15,9,7
2026-01-01T17:27:20+00:00,buy,462,606,Flatbed,Broker,True,True,5.68,2.43,8.43,3.56,4.94,8.43,7,5,7
2026-01-01T17:27:21+00:00,sell,462,606,Flatbed,Asset,True,True,3.85,2.66,7.48,2.84,3.05,4.92,78,6,28
2026-01-01T17:27:23+00:00,buy,462,606,Reefer,Broker,True,True,4.77,3.16,6.56,3.99,4.71,5.42,18,7,14
2026-01-01T17:27:24+00:00,sell,462,606,Reefer,Asset,True,True,5.09,3.1,7.32,3.99,5.01,6.1,7,6,63
2026-01-01T17:27:26+00:00,buy,606,462,Van,Broker,True,True,4.58,2.23,6.51,4.28,4.52,5.36,52,27,7
2026-01-01T17:27:27+00:00,sell,606,462,Van,Asset,True,True,3.58,2.63,5.05,2.63,3.6,4.3,9,5,7
2026-01-01T17:27:28+00:00,buy,606,462,Flatbed,Broker,True,True,3.77,2.69,4.39,3.13,4.29,4.34,5,5,7
2026-01-01T17:27:29+00:00,sell,606,462,Flatbed,Asset,True,True,4.48,2.76,6.67,4.31,4.68,4.83,24,8,63
2026-01-01T17:27:30+00:00,buy,606,462,Reefer,Broker,True,True,5.69,4.44,8.08,4.67,5.48,6.5,18,7,7
2026-01-01T17:27:31+00:00,sell,606,462,Reefer,Asset,True,True,5.94,4.62,7.93,5.32,5.67,6.51,8,5,28
2026-01-01T17:27:32+00:00,buy,282,303,Van,Broker,True,True,3.4,2.41,4.37,3.21,3.27,3.75,5,5,14
2026-01-01T17:27:33+00:00,sell,282,303,Van,Asset,True,True,3.45,1.76,7.45,2.87,3.21,3.65,65,19,7
2026-01-01T17:27:34+00:00,buy,282,303,Flatbed,Broker,True,True,3.19,1.93,5.44,2.43,3.15,3.5,23,10,7
2026-01-01T17:27:35+00:00,sell,282,303,Flatbed,Asset,True,True,4.28,2.47,5.82,3.21,4.29,5.54,26,11,7
2026-01-01T17:27:36+00:00,buy,282,303,Reefer,Broker,True,True,3.84,2.54,6.76,3.08,3.73,4.5,59,11,7
2026-01-01T17:27:37+00:00,sell,282,303,Reefer,Asset,True,True,4.85,2.48,6.94,4.38,4.66,5.5,52,7,7
2026-01-01T17:27:39+00:00,buy,303,282,Van,Broker,True,True,3.11,2.81,4.1,2.92,2.97,3.18,16,5,14
2026-01-01T17:27:40+00:00,sell,303,282,Van,Asset,True,True,3.22,2.01,5.65,2.58,2.88,3.4,53,17,7
2026-01-01T17:27:41+00:00,buy,303,282,Flatbed,Broker,True,True,3.57,2.28,6.5,2.46,3.44,4.43,25,14,7
2026-01-01T17:27:42+00:00,sell,303,282,Flatbed,Asset,True,True,4.2,2.81,5.54,3.6,4.22,4.41,17,9,7
2026-01-01T17:27:43+00:00,buy,303,282,Reefer,Broker,True,True,4.46,3.32,5.9,3.84,4.38,4.86,33,13,7
2026-01-01T17:27:44+00:00,sell,303,282,Reefer,Asset,True,True,4.58,2.75,7.45,3.77,4.19,5.77,26,8,7
2026-01-01T17:27:45+00:00,buy,641,750,Van,Broker,True,True,2.18,0.63,3.09,2.08,2.28,2.53,9,7,28
2026-01-01T17:27:46+00:00,sell,641,750,Van,Asset,True,True,2.46,1.64,4.05,2.02,2.49,2.68,34,12,7
2026-01-01T17:27:47+00:00,buy,641,750,Flatbed,Broker,True,True,2.71,2.18,3.07,2.4,2.89,2.89,20,5,14
2026-01-01T17:27:49+00:00,sell,641,750,Flatbed,Asset,True,True,2.81,2,4.03,2.58,2.89,2.89,34,9,28
2026-01-01T17:27:50+00:00,buy,641,750,Reefer,Broker,True,True,4.32,2.9,5.91,3.66,4.44,4.84,9,5,7
2026-01-01T17:27:51+00:00,sell,641,750,Reefer,Asset,True,True,3.26,2.27,3.77,3.08,3.28,3.62,22,8,28
2026-01-01T17:27:52+00:00,buy,750,641,Van,Broker,True,True,2.01,1.9,2.1,1.95,2.02,2.1,6,5,7
2026-01-01T17:27:53+00:00,sell,750,641,Van,Asset,True,True,2.14,1.77,2.69,1.93,2.09,2.33,55,11,7
2026-01-01T17:27:54+00:00,buy,750,641,Flatbed,Broker,True,True,2.97,1.86,7.25,2.41,2.61,2.83,44,11,14
2026-01-01T17:27:55+00:00,sell,750,641,Flatbed,Asset,True,True,2.82,2.17,3.62,2.55,2.89,3.12,10,6,28
2026-01-01T17:27:56+00:00,buy,750,641,Reefer,Broker,True,True,2.42,1.68,3.4,2,2.36,2.89,16,5,7
2026-01-01T17:27:57+00:00,sell,750,641,Reefer,Asset,True,True,1.94,1.65,2.25,1.81,1.92,2.1,10,7,7
2026-01-01T17:27:58+00:00,buy,432,303,Van,Broker,True,True,3.3,1.65,4.51,3.11,3.37,3.39,67,19,7
2026-01-01T17:27:59+00:00,sell,432,303,Van,Asset,True,True,2.67,2.06,3.65,2.4,2.64,2.71,26,11,7
2026-01-01T17:28:00+00:00,buy,432,303,Flatbed,Broker,True,True,2.75,2.23,3.55,2.48,2.64,2.96,7,6,7
2026-01-01T17:28:01+00:00,sell,432,303,Flatbed,Asset,True,True,3.04,2.43,3.44,2.73,3.23,3.36,7,5,14
2026-01-01T17:28:03+00:00,buy,432,303,Reefer,Broker,True,True,4.31,3.28,5.62,4.03,4.29,4.69,11,5,14
2026-01-01T17:28:04+00:00,sell,432,303,Reefer,Asset,True,True,3.37,2.66,3.73,3.38,3.4,3.52,7,5,7
2026-01-01T17:28:05+00:00,buy,303,432,Van,Broker,True,True,1.96,1.42,2.73,1.69,1.98,2.27,42,17,7
2026-01-01T17:28:06+00:00,sell,303,432,Van,Asset,True,True,2.3,1.44,3.46,1.74,2.01,2.89,29,10,7
2026-01-01T17:28:07+00:00,buy,303,432,Flatbed,Broker,True,True,2.6,1.94,3.14,2.37,2.53,2.94,7,6,14
2026-01-01T17:28:08+00:00,sell,303,432,Flatbed,Asset,True,True,2.85,2.15,3.36,2.58,2.86,3.17,13,8,28
2026-01-01T17:28:09+00:00,buy,303,432,Reefer,Broker,True,True,2.72,1.93,3.51,2.3,2.62,3.27,30,10,7
2026-01-01T17:28:10+00:00,sell,303,432,Reefer,Asset,True,True,2.48,2.03,4.02,2.13,2.36,2.62,22,9,7
2026-01-01T17:28:11+00:00,buy,212,100,Van,Broker,True,True,5.52,2.95,7.8,5.37,5.58,5.64,29,6,7
2026-01-01T17:28:12+00:00,sell,212,100,Van,Asset,True,True,5.39,3.52,8.25,4.82,5.5,5.92,32,6,182
2026-01-01T17:28:13+00:00,buy,212,100,Flatbed,Broker,True,True,5.72,5.18,7.01,5.18,5.41,6.27,10,5,14
2026-01-01T17:28:13+00:00,sell,212,100,Flatbed,Asset,True,True,6.42,3.65,9.09,5.92,5.93,6.65,27,5,91
2026-01-01T17:28:14+00:00,buy,212,100,Reefer,Broker,True,True,6.4,4.53,8.28,5.69,5.69,7.61,15,6,28
2026-01-01T17:28:15+00:00,sell,212,100,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:28:16+00:00,buy,100,212,Van,Broker,True,True,5.23,3.98,7.84,4.22,4.65,6.27,10,6,14
2026-01-01T17:28:17+00:00,sell,100,212,Van,Asset,True,True,4.05,2.81,5.4,3.74,3.97,4.34,20,9,364
2026-01-01T17:28:18+00:00,buy,100,212,Flatbed,Broker,True,True,3.98,1.84,5.08,3.47,4.46,4.76,7,6,63
2026-01-01T17:28:18+00:00,sell,100,212,Flatbed,Asset,True,True,5.08,2.08,9.66,5.12,5.12,5.12,33,6,182
2026-01-01T17:28:19+00:00,buy,100,212,Reefer,Broker,True,True,5.39,4.57,8.7,4.98,4.98,5.59,23,6,63
2026-01-01T17:28:20+00:00,sell,100,212,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:28:21+00:00,buy,972,981,Van,Broker,True,True,3.35,2.05,6.38,3.2,3.2,3.37,37,9,7
2026-01-01T17:28:22+00:00,sell,972,981,Van,Asset,True,True,3.99,2.25,7.17,3.11,3.75,4.47,113,5,14
2026-01-01T17:28:22+00:00,buy,972,981,Flatbed,Broker,True,True,4.3,2.54,5.44,3.4,4.82,5.14,11,5,7
2026-01-01T17:28:23+00:00,sell,972,981,Flatbed,Asset,True,True,2.83,2.4,7.98,2.42,2.44,2.45,164,5,364
2026-01-01T17:28:24+00:00,buy,972,981,Reefer,Broker,True,True,5.02,3.94,6.21,4.5,5.22,5.38,7,5,7
2026-01-01T17:28:25+00:00,sell,972,981,Reefer,Asset,True,True,5.76,2.97,6.8,4.83,6.17,6.46,53,7,182
2026-01-01T17:28:26+00:00,buy,981,972,Van,Broker,True,True,4.31,2.58,6.71,3.65,4,5,99,19,7
2026-01-01T17:28:26+00:00,sell,981,972,Van,Asset,True,True,4.62,2.61,7.88,3.73,4.71,5.22,152,5,14
2026-01-01T17:28:27+00:00,buy,981,972,Flatbed,Broker,True,True,4.68,3.06,6.1,4.05,4.14,5.87,11,5,7
2026-01-01T17:28:28+00:00,sell,981,972,Flatbed,Asset,True,True,2.75,2.12,6.34,2.45,2.45,2.46,107,6,182
2026-01-01T17:28:46+00:00,buy,981,972,Reefer,Broker,True,True,4.29,3.29,6.67,3.85,4.07,4.5,10,5,14
2026-01-01T17:28:47+00:00,sell,981,972,Reefer,Asset,True,True,4.36,2.73,7.36,3.46,3.73,4.65,8,6,182
2026-01-01T17:28:48+00:00,buy,372,303,Van,Broker,True,True,3.82,2.67,6.1,3.29,3.77,4.21,42,17,7
2026-01-01T17:28:48+00:00,sell,372,303,Van,Asset,True,True,3.68,2.2,5.56,3.21,3.63,4.01,29,9,7
2026-01-01T17:28:49+00:00,buy,372,303,Flatbed,Broker,True,True,3.52,2.69,4.93,3.14,3.26,3.52,10,7,7
2026-01-01T17:28:50+00:00,sell,372,303,Flatbed,Asset,True,True,3.42,2.94,4.39,3.08,3.38,3.51,12,9,7
2026-01-01T17:28:50+00:00,buy,372,303,Reefer,Broker,True,True,4.58,3.26,7.6,4.13,4.2,4.52,21,9,7
2026-01-01T17:28:51+00:00,sell,372,303,Reefer,Asset,True,True,4.37,3.51,5.47,4.13,4.24,4.75,20,6,28
2026-01-01T17:28:52+00:00,buy,303,372,Van,Broker,True,True,3.2,2.14,4.53,2.8,3.3,3.48,44,19,7
2026-01-01T17:28:53+00:00,sell,303,372,Van,Asset,True,True,2.87,1.94,4.56,2.48,2.62,3.16,44,16,7
2026-01-01T17:28:54+00:00,buy,303,372,Flatbed,Broker,True,True,3.6,2.31,4.69,3.65,3.85,3.85,45,9,7
2026-01-01T17:28:54+00:00,sell,303,372,Flatbed,Asset,True,True,3.63,2.75,5.04,3.15,3.56,3.84,14,9,7
2026-01-01T17:28:55+00:00,buy,303,372,Reefer,Broker,True,True,3.63,2.25,5.6,3.07,3.52,3.79,21,12,7
2026-01-01T17:28:56+00:00,sell,303,372,Reefer,Asset,True,True,3.81,3.05,4.74,3.4,3.88,4.21,24,8,28
2026-01-01T17:28:57+00:00,buy,441,606,Van,Broker,True,True,2.59,0.86,6.49,2.25,2.36,2.79,48,21,7
2026-01-01T17:28:58+00:00,sell,441,606,Van,Asset,True,True,4.49,1.85,5.23,4.2,5.23,5.23,27,7,7
2026-01-01T17:28:59+00:00,buy,441,606,Flatbed,Broker,True,True,3.01,2.42,3.97,2.79,3.01,3.17,15,10,7
2026-01-01T17:29:00+00:00,sell,441,606,Flatbed,Asset,True,True,3.16,2.66,4.07,2.79,2.99,3.42,10,6,7
2026-01-01T17:29:00+00:00,buy,441,606,Reefer,Broker,True,True,2.11,1.84,3.37,1.91,1.97,2,47,7,28
2026-01-01T17:29:01+00:00,sell,441,606,Reefer,Asset,True,True,2.16,1.55,2.66,2.06,2.13,2.34,10,7,91
2026-01-01T17:29:02+00:00,buy,606,441,Van,Broker,True,True,3.96,3.18,4.53,3.58,4.02,4.44,6,5,14
2026-01-01T17:29:03+00:00,sell,606,441,Van,Asset,True,True,3.22,2.49,4.87,2.99,3.16,3.17,29,6,14
2026-01-01T17:29:03+00:00,buy,606,441,Flatbed,Broker,True,True,3.44,2.18,4.69,2.98,3.3,3.83,14,10,14
2026-01-01T17:29:04+00:00,sell,606,441,Flatbed,Asset,True,True,3.7,2.61,4.87,2.72,3.63,4.69,6,5,7
2026-01-01T17:29:05+00:00,buy,606,441,Reefer,Broker,True,True,4.63,3.57,6.2,3.84,4.27,5.45,10,7,7
2026-01-01T17:29:06+00:00,sell,606,441,Reefer,Asset,True,True,3.64,2.57,5.39,3.27,3.54,4.02,11,6,63
2026-01-01T17:29:07+00:00,buy,336,331,Van,Broker,True,True,2.84,2.16,3.53,2.42,2.75,3.25,14,5,7
2026-01-01T17:29:08+00:00,sell,336,331,Van,Asset,True,True,3.75,2.45,5.25,2.88,3.12,5.25,173,8,7
2026-01-01T17:29:09+00:00,buy,336,331,Flatbed,Broker,True,True,4.06,2.02,6.94,3.23,3.89,4.87,209,25,7
2026-01-01T17:29:09+00:00,sell,336,331,Flatbed,Asset,True,True,4.65,2.49,7.23,4.43,4.64,4.82,55,7,7
2026-01-01T17:29:10+00:00,buy,336,331,Reefer,Broker,True,True,3.73,2.86,4.98,3.31,3.61,4.11,45,11,7
2026-01-01T17:29:11+00:00,sell,336,331,Reefer,Asset,True,True,4.38,3,6.34,4.27,4.28,4.65,133,5,14
2026-01-01T17:29:12+00:00,buy,331,336,Van,Broker,True,True,2,1.62,2.6,1.82,2.08,2.12,26,6,7
2026-01-01T17:29:13+00:00,sell,331,336,Van,Asset,True,True,2.97,1.52,4.01,2.39,3.28,3.51,56,8,7
2026-01-01T17:29:14+00:00,buy,331,336,Flatbed,Broker,True,True,2.85,1.7,5.81,2.14,2.27,3.08,86,20,7
2026-01-01T17:29:14+00:00,sell,331,336,Flatbed,Asset,True,True,3.01,2.34,3.68,2.69,3.11,3.33,12,5,91
2026-01-01T17:29:15+00:00,buy,331,336,Reefer,Broker,True,True,3.99,2.22,5.95,3.35,3.96,4.86,40,13,7
2026-01-01T17:29:16+00:00,sell,331,336,Reefer,Asset,True,True,4.06,2.88,6.76,3.14,3.84,4.65,92,5,14
