pulled_at,endpoint_type,origin_zip3,destination_zip3,trailer_type,carrier_type,include_fuel,include_quartiles,average,minimum,maximum,quartile1,quartile2,quartile3,orders,contributors,days_window
2026-01-01T17:21:55+00:00,sell,303,981,Reefer,Asset,True,True,2.22,1.61,2.29,2.23,2.24,2.26,122,6,364
2026-01-01T17:21:56+00:00,buy,981,303,Van,Broker,True,True,2,1.54,2.48,1.76,2.04,2.21,7,7,14
2026-01-01T17:21:57+00:00,sell,981,303,Van,Asset,True,True,1.73,1.22,2.2,1.51,1.82,1.94,10,7,364
2026-01-01T17:21:58+00:00,buy,981,303,Flatbed,Broker,True,True,1.94,0.98,2.89,1.88,1.97,2.05,20,5,182
2026-01-01T17:21:59+00:00,sell,981,303,Flatbed,Asset,True,True,1.86,1.71,2.28,1.81,1.81,1.85,33,7,364
2026-01-01T17:22:00+00:00,buy,981,303,Reefer,Broker,True,True,2.31,0.98,2.94,2.17,2.19,2.56,55,11,63
2026-01-01T17:22:02+00:00,sell,981,303,Reefer,Asset,True,True,2.23,1.89,2.81,2.04,2.18,2.33,18,9,364
2026-01-01T17:22:03+00:00,buy,750,981,Van,Broker,True,True,1.84,1.23,2.29,1.73,1.82,2.08,13,7,7
2026-01-01T17:22:04+00:00,sell,750,981,Van,Asset,True,True,2.49,1.95,3.05,2.32,2.61,2.64,13,5,63
2026-01-01T17:22:05+00:00,buy,750,981,Flatbed,Broker,True,True,2.19,1.79,2.88,2.05,2.23,2.3,25,7,63
2026-01-01T17:22:06+00:00,sell,750,981,Flatbed,Asset,True,True,2.68,2.1,3.06,2.32,2.77,3.04,18,6,364
2026-01-01T17:22:08+00:00,buy,750,981,Reefer,Broker,True,True,1.99,1.78,2.21,1.91,2.03,2.07,8,6,14
2026-01-01T17:22:09+00:00,sell,750,981,Reefer,Asset,True,True,2.11,1.43,2.75,1.86,2.09,2.31,45,10,364
2026-01-01T17:22:10+00:00,buy,981,750,Van,Broker,True,True,2.24,2.02,2.6,2.12,2.19,2.3,8,5,14
2026-01-01T17:22:11+00:00,sell,981,750,Van,Asset,True,True,1.78,1.19,2.38,1.55,1.71,2.05,14,7,91
2026-01-01T17:22:12+00:00,buy,981,750,Flatbed,Broker,True,True,2.13,1.87,2.89,1.88,1.99,2.18,8,7,63
2026-01-01T17:22:13+00:00,sell,981,750,Flatbed,Asset,True,True,1.8,1.65,2.02,1.69,1.79,1.88,8,5,182
2026-01-01T17:22:15+00:00,buy,981,750,Reefer,Broker,True,True,2.72,2.17,3.2,2.63,2.66,2.86,11,5,63
2026-01-01T17:22:16+00:00,sell,981,750,Reefer,Asset,True,True,2.13,1.69,2.52,2.06,2.16,2.17,20,8,364
2026-01-01T17:22:17+00:00,buy,770,981,Van,Broker,True,True,2.15,1.1,2.78,2.07,2.23,2.32,16,9,14
2026-01-01T17:22:18+00:00,sell,770,981,Van,Asset,True,True,2.83,1.68,4.82,2.19,2.19,3.36,11,5,91
2026-01-01T17:22:19+00:00,buy,770,981,Flatbed,Broker,True,True,1.99,1.29,2.58,1.86,2.07,2.12,24,14,63
2026-01-01T17:22:20+00:00,sell,770,981,Flatbed,Asset,True,True,2.67,1.85,3.57,2.36,2.55,2.95,16,7,364
2026-01-01T17:22:22+00:00,buy,770,981,Reefer,Broker,True,True,1.82,1.45,2.03,1.71,1.86,1.94,19,7,182
2026-01-01T17:22:23+00:00,sell,770,981,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:22:24+00:00,buy,981,770,Van,Broker,True,True,2.25,1.88,2.99,1.99,2.07,2.31,8,6,14
2026-01-01T17:22:25+00:00,sell,981,770,Van,Asset,True,True,2.67,1.26,3.82,1.45,3.76,3.79,23,7,182
2026-01-01T17:22:26+00:00,buy,981,770,Flatbed,Broker,True,True,1.92,1.09,2.24,1.91,2.05,2.08,16,7,91
2026-01-01T17:22:27+00:00,sell,981,770,Flatbed,Asset,True,True,1.66,1.3,1.88,1.49,1.69,1.81,21,9,182
2026-01-01T17:22:29+00:00,buy,981,770,Reefer,Broker,True,True,2.02,0.95,2.99,1.74,1.99,2.5,17,5,364
2026-01-01T17:22:30+00:00,sell,981,770,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:22:31+00:00,buy,331,100,Van,Broker,True,True,2.01,1.6,2.26,2.01,2.01,2.07,26,5,28
2026-01-01T17:22:32+00:00,sell,331,100,Van,Asset,True,True,1.94,1.5,2.51,1.66,1.94,2.25,9,5,364
2026-01-01T17:22:33+00:00,buy,331,100,Flatbed,Broker,True,True,1.99,1.41,2.58,1.85,2,2.21,8,8,182
2026-01-01T17:22:34+00:00,sell,331,100,Flatbed,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:22:35+00:00,buy,331,100,Reefer,Broker,True,True,2.31,1.76,2.96,2.16,2.24,2.48,49,7,14
2026-01-01T17:22:36+00:00,sell,331,100,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:22:37+00:00,buy,100,331,Van,Broker,True,True,2.86,2.34,4.25,2.59,2.95,2.95,18,9,28
2026-01-01T17:22:38+00:00,sell,100,331,Van,Asset,True,True,2.51,1.73,3.65,2.27,2.45,2.71,12,5,364
2026-01-01T17:22:39+00:00,buy,100,331,Flatbed,Broker,True,True,2.31,2.04,3.61,2.1,2.28,2.33,16,8,364
2026-01-01T17:22:41+00:00,sell,100,331,Flatbed,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:22:42+00:00,buy,100,331,Reefer,Broker,True,True,2.86,2.29,3.23,2.52,3,3.18,11,5,91
2026-01-01T17:22:43+00:00,sell,100,331,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:22:44+00:00,buy,331,606,Van,Broker,True,True,1.41,1.03,3.84,1.12,1.19,1.26,13,5,14
2026-01-01T17:22:45+00:00,sell,331,606,Van,Asset,True,True,1.25,0.99,1.48,1.01,1.25,1.48,9,6,91
2026-01-01T17:22:46+00:00,buy,331,606,Flatbed,Broker,True,True,1.64,1.17,1.86,1.58,1.67,1.75,12,6,91
2026-01-01T17:22:47+00:00,sell,331,606,Flatbed,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:22:48+00:00,buy,331,606,Reefer,Broker,True,True,1.37,1.02,2.13,1.22,1.3,1.52,25,5,28
2026-01-01T17:22:49+00:00,sell,331,606,Reefer,Asset,True,True,1.62,1.05,1.97,1.37,1.77,1.78,26,6,182
2026-01-01T17:22:50+00:00,buy,606,331,Van,Broker,True,True,2.84,1.49,3.89,2.74,2.85,3.2,9,7,7
2026-01-01T17:22:51+00:00,sell,606,331,Van,Asset,True,True,3.01,2.71,3.97,2.73,2.92,3.08,9,7,28
2026-01-01T17:22:52+00:00,buy,606,331,Flatbed,Broker,True,True,2.3,1.24,2.89,2.2,2.32,2.54,9,8,63
2026-01-01T17:22:53+00:00,sell,606,331,Flatbed,Asset,True,True,2.9,2.15,3.13,2.86,2.95,3.08,11,6,182
2026-01-01T17:22:54+00:00,buy,606,331,Reefer,Broker,True,True,3.16,2.9,3.49,2.98,3.11,3.33,10,8,14
2026-01-01T17:22:56+00:00,sell,606,331,Reefer,Asset,True,True,3.06,2.6,3.42,2.72,3.27,3.28,9,5,182
2026-01-01T17:22:56+00:00,buy,331,303,Van,Broker,True,True,1.02,0.95,1.1,0.98,0.99,1.07,7,6,7
2026-01-01T17:22:58+00:00,sell,331,303,Van,Asset,True,True,1.69,0.96,2.68,1.04,1.52,2.27,12,6,7
2026-01-01T17:22:59+00:00,buy,331,303,Flatbed,Broker,True,True,1.51,1.31,1.76,1.5,1.51,1.51,25,6,28
2026-01-01T17:23:00+00:00,sell,331,303,Flatbed,Asset,True,True,2.16,1.38,3.17,1.62,2.17,2.44,8,6,63
2026-01-01T17:23:01+00:00,buy,331,303,Reefer,Broker,True,True,1.51,1.2,2.01,1.38,1.38,1.69,11,6,14
2026-01-01T17:23:02+00:00,sell,331,303,Reefer,Asset,True,True,1.76,0.99,2.97,1.62,1.64,1.79,47,5,14
2026-01-01T17:23:03+00:00,buy,303,331,Van,Broker,True,True,3.12,2.46,3.85,2.68,3.14,3.51,9,5,28
2026-01-01T17:23:04+00:00,sell,303,331,Van,Asset,True,True,3.31,2.26,5.21,3.34,3.35,3.35,46,10,7
2026-01-01T17:23:05+00:00,buy,303,331,Flatbed,Broker,True,True,3.13,1.19,4.32,2.82,2.97,3.33,33,13,7
2026-01-01T17:23:07+00:00,sell,303,331,Flatbed,Asset,True,True,3.44,2.95,4.29,3.22,3.24,3.64,11,7,14
2026-01-01T17:23:08+00:00,buy,303,331,Reefer,Broker,True,True,3.12,1.86,4.8,2.89,3.12,3.29,67,18,7
2026-01-01T17:23:09+00:00,sell,303,331,Reefer,Asset,True,True,3.63,2.78,4.1,3.49,3.63,3.92,72,6,14
2026-01-01T17:23:10+00:00,buy,331,750,Van,Broker,True,True,1.19,1.07,1.31,1.11,1.2,1.28,6,6,7
2026-01-01T17:23:11+00:00,sell,331,750,Van,Asset,True,True,1.11,0.96,1.32,1.03,1.03,1.2,7,6,14
2026-01-01T17:23:12+00:00,buy,331,750,Flatbed,Broker,True,True,1.56,0.98,1.92,1.5,1.58,1.65,18,9,63
2026-01-01T17:23:13+00:00,sell,331,750,Flatbed,Asset,True,True,2.07,1.41,3.13,1.47,1.99,2.55,8,6,364
2026-01-01T17:23:14+00:00,buy,331,750,Reefer,Broker,True,True,1.51,1.25,2.1,1.37,1.52,1.62,34,5,28
2026-01-01T17:23:15+00:00,sell,331,750,Reefer,Asset,True,True,1.45,1.14,1.56,1.45,1.53,1.53,36,5,182
2026-01-01T17:23:16+00:00,buy,750,331,Van,Broker,True,True,2.41,1.56,3.28,2.26,2.37,2.58,13,8,28
2026-01-01T17:23:18+00:00,sell,750,331,Van,Asset,True,True,2.48,2.18,2.92,2.42,2.49,2.49,16,6,28
2026-01-01T17:23:19+00:00,buy,750,331,Flatbed,Broker,True,True,2.1,1.87,2.53,2.01,2.06,2.11,19,5,28
2026-01-01T17:23:20+00:00,sell,750,331,Flatbed,Asset,True,True,2.62,1.95,3.39,2.41,2.69,2.87,10,6,63
2026-01-01T17:23:21+00:00,buy,750,331,Reefer,Broker,True,True,2.8,2.31,3.54,2.64,2.78,2.92,38,8,28
2026-01-01T17:23:22+00:00,sell,750,331,Reefer,Asset,True,True,3.01,2.5,3.59,2.75,2.81,3.41,6,5,63
2026-01-01T17:23:23+00:00,buy,331,770,Van,Broker,True,True,1.28,1.01,1.7,1.18,1.2,1.24,9,5,28
2026-01-01T17:23:24+00:00,sell,331,770,Van,Asset,True,True,1.11,0.96,1.45,1.03,1.1,1.19,17,13,63
2026-01-01T17:23:25+00:00,buy,331,770,Flatbed,Broker,True,True,2.07,1.03,3.24,1.85,1.86,1.87,63,8,63
2026-01-01T17:23:27+00:00,sell,331,770,Flatbed,Asset,True,True,2.44,1.5,3.58,1.85,2.09,3.24,6,5,182
2026-01-01T17:23:28+00:00,buy,331,770,Reefer,Broker,True,True,1.52,1.15,2.35,1.3,1.36,1.72,23,5,28
2026-01-01T17:23:29+00:00,sell,331,770,Reefer,Asset,True,True,1.5,1.02,2.15,1.24,1.5,1.69,47,13,364
2026-01-01T17:23:30+00:00,buy,770,331,Van,Broker,True,True,2.66,1.17,3.95,2.41,2.62,2.97,22,8,7
2026-01-01T17:23:31+00:00,sell,770,331,Van,Asset,True,True,2.53,1.99,2.96,2.45,2.52,2.65,13,7,91
2026-01-01T17:23:32+00:00,buy,770,331,Flatbed,Broker,True,True,2.19,1.19,2.71,2.17,2.27,2.35,20,7,14
2026-01-01T17:23:33+00:00,sell,770,331,Flatbed,Asset,True,True,3.04,2.21,4.79,2.5,3.13,3.15,10,5,28
2026-01-01T17:23:34+00:00,buy,770,331,Reefer,Broker,True,True,2.76,2.58,3.06,2.69,2.76,2.81,10,7,91
2026-01-01T17:23:36+00:00,sell,770,331,Reefer,Asset,True,True,2.75,2.34,2.91,2.72,2.82,2.89,6,6,364
2026-01-01T17:23:37+00:00,buy,191,100,Van,Broker,True,True,7.28,3.69,9.72,6.43,7.63,7.92,19,9,7
2026-01-01T17:23:38+00:00,sell,191,100,Van,Asset,True,True,6.6,3.76,9.92,5.41,6.39,7.04,21,9,182
2026-01-01T17:23:39+00:00,buy,191,100,Flatbed,Broker,True,True,8.35,7.58,9.84,7.76,8.4,8.55,7,6,7
2026-01-01T17:23:40+00:00,sell,191,100,Flatbed,Asset,True,True,9.39,3.93,11.49,8.22,9.63,10.5,2979,7,364
2026-01-01T17:23:41+00:00,buy,191,100,Reefer,Broker,True,True,7.81,6.77,9.23,7.32,7.64,8.19,7,5,7
2026-01-01T17:23:42+00:00,sell,191,100,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:23:44+00:00,buy,100,191,Van,Broker,True,True,5.63,3.74,7,5.2,5.8,6,18,5,7
2026-01-01T17:23:45+00:00,sell,100,191,Van,Asset,True,True,6.74,4.15,10.31,5.52,6.32,7.72,8,5,364
2026-01-01T17:23:46+00:00,buy,100,191,Flatbed,Broker,True,True,6.15,4.35,9.01,5.54,6.57,6.57,34,5,28
2026-01-01T17:23:47+00:00,sell,100,191,Flatbed,Asset,True,True,2.98,1.91,7.14,2.46,2.47,2.48,82,5,182
2026-01-01T17:23:48+00:00,buy,100,191,Reefer,Broker,True,True,5.46,4.72,8.55,4.72,4.72,6.38,40,6,28
2026-01-01T17:23:49+00:00,sell,100,191,Reefer,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:23:51+00:00,buy,191,606,Van,Broker,True,True,1.56,1.23,2.23,1.31,1.43,1.79,27,13,7
2026-01-01T17:23:52+00:00,sell,191,606,Van,Asset,True,True,1.72,1.59,1.92,1.64,1.7,1.78,6,5,28
2026-01-01T17:23:53+00:00,buy,191,606,Flatbed,Broker,True,True,2.04,1.4,2.76,1.95,2.09,2.1,11,6,63
2026-01-01T17:23:54+00:00,sell,191,606,Flatbed,Asset,True,True,2.15,1.54,2.97,2.15,2.17,2.17,50,6,182
2026-01-01T17:23:55+00:00,buy,191,606,Reefer,Broker,True,True,2.08,1.23,3.4,1.8,2.1,2.28,17,9,7
2026-01-01T17:23:56+00:00,sell,191,606,Reefer,Asset,True,True,2.07,1.7,2.57,1.93,1.94,2.2,5,5,14
2026-01-01T17:23:57+00:00,buy,606,191,Van,Broker,True,True,3.14,2.55,4.27,2.92,3.05,3.24,13,7,7
2026-01-01T17:23:59+00:00,sell,606,191,Van,Asset,True,True,3.1,2.49,3.69,2.8,3.16,3.24,9,5,63
2026-01-01T17:24:00+00:00,buy,606,191,Flatbed,Broker,True,True,2.99,1.26,3.89,2.95,2.95,3.1,64,11,63
2026-01-01T17:24:01+00:00,sell,606,191,Flatbed,Asset,True,True,3.18,2.46,3.32,3.17,3.27,3.28,49,7,63
2026-01-01T17:24:03+00:00,buy,606,191,Reefer,Broker,True,True,4.19,3.42,4.73,4.08,4.28,4.37,11,7,14
2026-01-01T17:24:04+00:00,sell,606,191,Reefer,Asset,True,True,3.39,2.47,5.02,3.49,3.51,3.52,26,6,91
2026-01-01T17:24:05+00:00,buy,191,303,Van,Broker,True,True,2.59,1.91,4.29,2.2,2.32,2.99,27,17,7
2026-01-01T17:24:06+00:00,sell,191,303,Van,Asset,True,True,2.39,1.61,3.3,2.14,2.44,2.66,14,8,14
2026-01-01T17:24:07+00:00,buy,191,303,Flatbed,Broker,True,True,1.96,1.3,2.7,1.56,2.12,2.17,8,6,28
2026-01-01T17:24:08+00:00,sell,191,303,Flatbed,Asset,True,True,2.22,1.83,2.43,1.99,2.36,2.38,16,8,63
2026-01-01T17:24:09+00:00,buy,191,303,Reefer,Broker,True,True,2.93,2.29,4.43,2.58,2.83,3.17,17,10,7
2026-01-01T17:24:11+00:00,sell,191,303,Reefer,Asset,True,True,2.6,2,3.25,2.45,2.53,2.69,24,7,14
2026-01-01T17:24:12+00:00,buy,303,191,Van,Broker,True,True,2.68,1.84,3.68,2.22,2.6,2.97,24,13,7
2026-01-01T17:24:13+00:00,sell,303,191,Van,Asset,True,True,2.47,1.84,2.77,2.35,2.65,2.66,13,5,14
2026-01-01T17:24:14+00:00,buy,303,191,Flatbed,Broker,True,True,2.77,1.65,3.74,2.25,2.69,3.29,14,6,28
2026-01-01T17:24:15+00:00,sell,303,191,Flatbed,Asset,True,True,3.95,3.34,4.43,3.69,3.79,4.22,11,6,28
2026-01-01T17:24:16+00:00,buy,303,191,Reefer,Broker,True,True,2.7,1.88,3.49,2.29,2.8,3.06,12,7,7
2026-01-01T17:24:17+00:00,sell,303,191,Reefer,Asset,True,True,2.69,2.12,3.16,2.48,2.84,2.89,9,7,14
2026-01-01T17:24:18+00:00,buy,850,900,Van,Broker,True,True,1.4,1.11,1.8,1.22,1.35,1.66,31,7,14
2026-01-01T17:24:20+00:00,sell,850,900,Van,Asset,True,True,1.98,1.2,5.63,1.75,1.83,1.91,17,6,7
2026-01-01T17:24:21+00:00,buy,850,900,Flatbed,Broker,True,True,1.92,1.23,5.86,1.64,1.79,1.84,20,6,7
2026-01-01T17:24:22+00:00,sell,850,900,Flatbed,Asset,True,True,2.22,1.43,3.18,1.92,2.14,2.35,17,5,63
2026-01-01T17:24:23+00:00,buy,850,900,Reefer,Broker,True,True,4.94,2.38,7.58,3.32,4.56,7.05,11,8,7
2026-01-01T17:24:24+00:00,sell,850,900,Reefer,Asset,True,True,2.31,0.96,3.02,2.03,2.45,2.69,8,6,28
2026-01-01T17:24:25+00:00,buy,900,850,Van,Broker,True,True,3.6,2.15,5.6,3.25,3.44,3.55,12,7,14
2026-01-01T17:24:26+00:00,sell,900,850,Van,Asset,True,True,3.71,2.8,4.68,3.52,3.77,3.97,55,6,7
2026-01-01T17:24:27+00:00,buy,900,850,Flatbed,Broker,True,True,3.38,1.96,5.48,3.01,3.19,3.69,39,12,7
2026-01-01T17:24:29+00:00,sell,900,850,Flatbed,Asset,True,True,4.11,3.21,4.76,3.41,4.42,4.57,19,5,14
2026-01-01T17:24:30+00:00,buy,900,850,Reefer,Broker,True,True,3.42,2.88,4.51,2.88,3.51,3.68,23,6,7
2026-01-01T17:24:31+00:00,sell,900,850,Reefer,Asset,True,True,2.87,2.03,4.66,2.59,2.6,3.13,59,9,28
2026-01-01T17:24:32+00:00,buy,850,750,Van,Broker,True,True,2.42,2.04,2.94,2.21,2.34,2.65,18,8,7
2026-01-01T17:24:33+00:00,sell,850,750,Van,Asset,True,True,2.25,1.71,2.75,2.12,2.26,2.41,11,8,7
2026-01-01T17:24:34+00:00,buy,850,750,Flatbed,Broker,True,True,1.34,1.18,1.6,1.24,1.33,1.42,12,5,14
2026-01-01T17:24:35+00:00,sell,850,750,Flatbed,Asset,True,True,1.81,1.41,2.58,1.46,1.63,2.13,8,7,28
2026-01-01T17:24:37+00:00,buy,850,750,Reefer,Broker,True,True,3.05,2.29,3.79,2.8,3.06,3.33,28,7,14
2026-01-01T17:24:38+00:00,sell,850,750,Reefer,Asset,True,True,2.77,2.53,3.33,2.53,2.81,2.92,9,5,14
2026-01-01T17:24:39+00:00,buy,750,850,Van,Broker,True,True,1.57,1.28,2.05,1.38,1.59,1.6,15,8,7
2026-01-01T17:24:40+00:00,sell,750,850,Van,Asset,True,True,1.56,1.11,2.32,1.29,1.42,1.82,30,10,14
2026-01-01T17:24:41+00:00,buy,750,850,Flatbed,Broker,True,True,2.69,1.99,4.42,2.24,2.39,2.54,13,6,14
2026-01-01T17:24:42+00:00,sell,750,850,Flatbed,Asset,True,True,3.07,1.26,5.39,2.44,3.35,3.36,16,8,182
2026-01-01T17:24:43+00:00,buy,750,850,Reefer,Broker,True,True,1.78,1.54,2.6,1.64,1.68,1.91,22,8,7
2026-01-01T17:24:44+00:00,sell,750,850,Reefer,Asset,True,True,2.17,1.72,2.67,1.88,2.18,2.22,17,5,28
2026-01-01T17:24:45+00:00,buy,850,606,Van,Broker,True,True,1.98,1.62,2.9,1.74,1.84,2.11,14,10,63
2026-01-01T17:24:46+00:00,sell,850,606,Van,Asset,True,True,1.85,1.42,2.66,1.66,1.76,2.04,12,9,182
2026-01-01T17:24:47+00:00,buy,850,606,Flatbed,Broker,True,True,1.75,1,2.04,1.79,1.87,1.87,16,6,182
2026-01-01T17:24:48+00:00,sell,850,606,Flatbed,Asset,True,True,0,0,0,0,0,0,0,0,0
2026-01-01T17:24:50+00:00,buy,850,606,Reefer,Broker,True,True,2.57,2.14,3.09,2.44,2.54,2.63,41,5,28
2026-01-01T17:24:51+00:00,sell,850,606,Reefer,Asset,True,True,2.69,2.23,3.14,2.46,2.65,2.94,22,9,182
2026-01-01T17:24:52+00:00,buy,606,850,Van,Broker,True,True,1.96,1.03,2.49,1.73,2,2.27,19,9,7
2026-01-01T17:24:53+00:00,sell,606,850,Van,Asset,True,True,1.85,1.53,2.15,1.58,1.98,2.01,8,7,63
2026-01-01T17:24:55+00:00,buy,606,850,Flatbed,Broker,True,True,2.38,1.82,2.58,2.33,2.39,2.44,41,6,28
2026-01-01T17:24:56+00:00,sell,606,850,Flatbed,Asset,True,True,2.65,2.19,3.31,2.39,2.63,2.74,5,5,182
2026-01-01T17:24:57+00:00,buy,606,850,Reefer,Broker,True,True,1.94,1.7,2.35,1.76,1.89,2.03,8,5,14
2026-01-01T17:24:58+00:00,sell,606,850,Reefer,Asset,True,True,1.96,1.59,2.32,1.87,1.96,2.09,12,6,63
2026-01-01T17:24:59+00:00,buy,850,303,Van,Broker,True,True,2.25,1.92,2.66,2.16,2.26,2.37,21,9,7
2026-01-01T17:25:00+00:00,sell,850,303,Van,Asset,True,True,2.25,1.46,2.69,2.11,2.43,2.45,33,11,63
2026-01-01T17:25:01+00:00,buy,850,303,Flatbed,Broker,True,True,1.77,0.56,2.5,1.75,1.81,1.9,31,6,91
2026-01-01T17:25:03+00:00,sell,850,303,Flatbed,Asset,True,True,1.79,1.47,2.48,1.63,1.67,1.84,8,7,63
2026-01-01T17:25:04+00:00,buy,850,303,Reefer,Broker,True,True,2.92,2.45,3.13,2.84,3.01,3.05,11,6,14
2026-01-01T17:25:05+00:00,sell,850,303,Reefer,Asset,True,True,2.7,2.04,3.04,2.75,2.75,2.75,69,6,14
2026-01-01T17:25:06+00:00,buy,303,850,Van,Broker,True,True,1.67,1.41,2.32,1.44,1.62,1.67,37,10,7
2026-01-01T17:25:07+00:00,sell,303,850,Van,Asset,True,True,1.85,1.2,2.42,1.83,1.93,1.93,25,9,28
2026-01-01T17:25:09+00:00,buy,303,850,Flatbed,Broker,True,True,2.34,1.03,3.34,2.16,2.39,2.49,39,14,63
2026-01-01T17:25:10+00:00,sell,303,850,Flatbed,Asset,True,True,2.73,1.82,3.32,2.32,2.85,3.07,35,8,364
2026-01-01T17:25:11+00:00,buy,303,850,Reefer,Broker,True,True,1.55,1.41,1.69,1.53,1.53,1.58,20,6,14
2026-01-01T17:25:12+00:00,sell,303,850,Reefer,Asset,True,True,1.91,1.14,2.78,1.81,1.83,2.19,40,7,182
2026-01-01T17:25:13+00:00,buy,381,606,Van,Broker,True,True,2.18,1.47,2.81,2.08,2.18,2.23,76,12,7
2026-01-01T17:25:14+00:00,sell,381,606,Van,Asset,True,True,2.5,1.71,3.02,2.38,2.39,2.74,15,8,14
2026-01-01T17:25:16+00:00,buy,381,606,Flatbed,Broker,True,True,3.05,2.54,3.31,2.9,3.21,3.21,11,5,7
2026-01-01T17:25:17+00:00,sell,381,606,Flatbed,Asset,True,True,3.7,2.92,5.41,3.31,3.32,3.7,23,6,14
2026-01-01T17:25:18+00:00,buy,381,606,Reefer,Broker,True,True,3.27,2.25,4.39,2.54,3.3,4,16,9,28
2026-01-01T17:25:19+00:00,sell,381,606,Reefer,Asset,True,True,2.87,2.12,4.12,2.62,2.95,3.05,33,8,63
2026-01-01T17:25:20+00:00,buy,606,381,Van,Broker,True,True,2.67,2.25,3.75,2.39,2.61,2.85,19,7,28
2026-01-01T17:25:21+00:00,sell,606,381,Van,Asset,True,True,2.61,1.73,3.65,2.2,2.59,2.98,10,10,14
2026-01-01T17:25:22+00:00,buy,606,381,Flatbed,Broker,True,True,2.06,1.6,3,1.89,1.94,2.16,53,10,63
2026-01-01T17:25:24+00:00,sell,606,381,Flatbed,Asset,True,True,2.7,1.88,3.83,2.62,2.64,2.66,41,9,28
2026-01-01T17:25:25+00:00,buy,606,381,Reefer,Broker,True,True,3.65,3.11,4.46,3.67,3.67,3.69,43,5,14
2026-01-01T17:25:26+00:00,sell,606,381,Reefer,Asset,True,True,3,2.47,5.03,2.57,2.69,3.13,11,5,91
2026-01-01T17:25:27+00:00,buy,381,303,Van,Broker,True,True,3.24,2.15,4.52,2.75,3.28,3.54,44,20,7
2026-01-01T17:25:28+00:00,sell,381,303,Van,Asset,True,True,3.17,2.44,3.89,2.81,3.11,3.51,31,10,7
2026-01-01T17:25:29+00:00,buy,381,303,Flatbed,Broker,True,True,3.16,2.68,3.96,2.8,3.08,3.44,14,7,14
2026-01-01T17:25:30+00:00,sell,381,303,Flatbed,Asset,True,True,3.54,2.87,4.32,3.27,3.56,3.75,16,9,7
2026-01-01T17:25:31+00:00,buy,381,303,Reefer,Broker,True,True,4.2,3.12,4.9,4.08,4.14,4.42,22,7,7
2026-01-01T17:25:32+00:00,sell,381,303,Reefer,Asset,True,True,3.97,2.73,5.5,3.63,3.78,4.06,11,5,7
2026-01-01T17:25:33+00:00,buy,303,381,Van,Broker,True,True,1.99,1.43,2.39,1.73,2.13,2.25,9,6,7
2026-01-01T17:25:34+00:00,sell,303,381,Van,Asset,True,True,2.18,2.02,2.6,2.09,2.11,2.13,6,5,14
2026-01-01T17:25:36+00:00,buy,303,381,Flatbed,Broker,True,True,2.65,2.13,3.34,2.26,2.73,2.8,5,5,7
2026-01-01T17:25:37+00:00,sell,303,381,Flatbed,Asset,True,True,3.01,2.52,4,2.75,2.88,3.22,38,9,14
2026-01-01T17:25:38+00:00,buy,303,381,Reefer,Broker,True,True,2.91,1.87,4.57,2.34,2.81,3.35,15,13,7
2026-01-01T17:25:39+00:00,sell,303,381,Reefer,Asset,True,True,3.87,2.3,4.74,3.48,3.96,4.1,19,5,14
2026-01-01T17:25:40+00:00,buy,941,900,Van,Broker,True,True,1.78,1.31,3.95,1.57,1.76,1.99,132,22,7
2026-01-01T17:25:41+00:00,sell,941,900,Van,Asset,True,True,2.5,1.55,8.21,1.9,1.96,2.13,12,9,14
2026-01-01T17:25:42+00:00,buy,941,900,Flatbed,Broker,True,True,3.13,2.5,4.24,2.87,2.99,3.14,12,6,7
2026-01-01T17:25:43+00:00,sell,941,900,Flatbed,Asset,True,True,4.89,2.07,9.68,2.87,3.44,6.66,7,5,182
2026-01-01T17:25:45+00:00,buy,941,900,Reefer,Broker,True,True,2.74,1.86,3.49,2.7,2.74,2.81,11,6,7
2026-01-01T17:25:46+00:00,sell,941,900,Reefer,Asset,True,True,2.3,0.62,3.05,1.75,2.54,2.75,17,8,63
2026-01-01T17:25:47+00:00,buy,900,941,Van,Broker,True,True,3.47,1.92,5.42,3.04,3.39,3.88,98,22,7
2026-01-01T17:25:48+00:00,sell,900,941,Van,Asset,True,True,4.39,3.58,9.69,3.81,4.06,4.57,19,5,7
2026-01-01T17:25:49+00:00,buy,900,941,Flatbed,Broker,True,True,3.76,1.31,8.21,2.27,3.15,4.42,14,12,7
2026-01-01T17:25:50+00:00,sell,900,941,Flatbed,Asset,True,True,5.12,2.1,9.73,3.97,4.42,4.76,32,5,91
2026-01-01T17:25:51+00:00,buy,900,941,Reefer,Broker,True,True,3.87,2.55,5.67,3.12,3.8,4.74,19,9,7
